3:1	1	1783780836.874357136	1783780928.207342454
3:1	2	1783780943.730560592	1783781035.042592984
3:1	3	1783781050.536171454	1783781141.894428246
3:1	4	1783781156.902023366	1783781248.218815483
3:1	5	1783781263.785037018	1783781355.119614584
3:1	6	1783781370.688310497	1783781461.998356005
3:1	7	1783781477.510515701	1783781568.834365637
3:1	8	1783781584.379325763	1783781675.698861484
3:1	9	1783781691.255076290	1783781782.570837004
3:1	10	1783781798.066938437	1783781889.383070026
