ts,vport_idx,t_ns,rx_ib,rx_eth
0.00,0,26741394994250,1747477352218,8195175035230
0.00,1,26741395104054,1386023013466,8347792669609
0.00,2,26741395214025,1443336167984,8509207027224
0.00,3,26741395324135,1209661748522,7881126846370
1.00,0,26742395520899,1747477352218,8197715758872
1.00,1,26742395635599,1386023013466,8350471566221
1.00,2,26742395750690,1443336167984,8511628239588
1.00,3,26742395862867,1209661748522,7884039754670
2.00,0,26743396283597,1747894108000,8200362570460
2.00,1,26743396395466,1386392545366,8353148932095
2.00,2,26743396507083,1443697334222,8514289484072
2.00,3,26743396618950,1210195152530,7886689249004
3.00,0,26744398188092,1748158405384,8202932662674
3.00,1,26744398304608,1386670369012,8356052006097
3.00,2,26744397408657,1443973447184,8517340660450
3.00,3,26744397519720,1210453206686,7889415384896
4.00,0,26745398668184,1748251176502,8205745721608
4.00,1,26745398781921,1386768519232,8359355239185
4.00,2,26745398895581,1444072912808,8520485277814
4.00,3,26745399009507,1210552932536,7892091152796
5.00,0,26746400326623,1748295311710,8208520335540
5.00,1,26746400440385,1386813634954,8362508516067
5.00,2,26746400555641,1444118169074,8523770605582
5.00,3,26746400670416,1210598890424,7895032848744
6.01,0,26747401669904,1748330995612,8211113365084
6.01,1,26747401808460,1386849695470,8365818051959
6.01,2,26747400931182,1444154132966,8527108848026
6.01,3,26747401066244,1210635524096,7897973969364
7.01,0,26748402841517,1748362925452,8213649795031
7.01,1,26748402980575,1386882724408,8369326720172
7.01,2,26748402106433,1444186467968,8530144177045
7.01,3,26748402242383,1210667329862,7901094631113
8.01,0,26749403333368,1748395317550,8216185368045
8.01,1,26749403445524,1386913612246,8372665479602
8.01,2,26749403557928,1444218363770,8533254749873
8.01,3,26749403670170,1210699125746,7904310693297
9.01,0,26750404988193,1748429568562,8219144334255
9.01,1,26750405101379,1386946091086,8375727069928
9.01,2,26750405219123,1444251338906,8536610820191
9.01,3,26750404324925,1210732633412,7907133621677
10.01,0,26751405966908,1748461644436,8221968888393
