h_pct,size,metric,x,value
4,4096,fct_cdf,5.8617,22.0007
4,4096,fct_cdf,5.9055,22.5007
4,4096,fct_cdf,5.9513,23.0007
4,4096,fct_cdf,5.9974,23.5007
4,4096,fct_cdf,6.0360,24.0007
4,4096,fct_cdf,6.0789,24.5007
4,4096,fct_cdf,6.1213,25.0008
4,4096,fct_cdf,6.1646,25.5008
4,4096,fct_cdf,6.2051,26.0008
4,4096,fct_cdf,6.2489,26.5008
4,4096,fct_cdf,6.2946,27.0008
4,4096,fct_cdf,6.3346,27.5008
4,4096,fct_cdf,6.3765,28.0008
4,4096,fct_cdf,6.4189,28.5009
4,4096,fct_cdf,6.4617,29.0009
4,4096,fct_cdf,6.5036,29.5009
4,4096,fct_cdf,6.5446,30.0009
4,4096,fct_cdf,6.5855,30.5009
4,4096,fct_cdf,6.6279,31.0009
4,4096,fct_cdf,6.6708,31.5009
4,4096,fct_cdf,6.7127,32.0010
4,4096,fct_cdf,6.7546,32.5010
4,4096,fct_cdf,6.7922,33.0010
4,4096,fct_cdf,6.8293,33.5010
4,4096,fct_cdf,6.8693,34.0010
4,4096,fct_cdf,6.9122,34.5010
4,4096,fct_cdf,6.9546,35.0011
4,4096,fct_cdf,6.9970,35.5011
4,4096,fct_cdf,7.0370,36.0011
4,4096,fct_cdf,7.0741,36.5011
4,4096,fct_cdf,7.1160,37.0011
4,4096,fct_cdf,7.1541,37.5001
4,4096,fct_cdf,7.1927,38.0001
4,4096,fct_cdf,7.2350,38.5002
4,4096,fct_cdf,7.2760,39.0002
4,4096,fct_cdf,7.3179,39.5002
4,4096,fct_cdf,7.3517,40.0002
4,4096,fct_cdf,7.3955,40.5002
4,4096,fct_cdf,7.4369,41.0002
4,4096,fct_cdf,7.4765,41.5002
4,4096,fct_cdf,7.5174,42.0003
4,4096,fct_cdf,7.5531,42.5003
4,4096,fct_cdf,7.5998,43.0003
4,4096,fct_cdf,7.6436,43.5003
4,4096,fct_cdf,7.6836,44.0003
4,4096,fct_cdf,7.7236,44.5003
4,4096,fct_cdf,7.7641,45.0004
4,4096,fct_cdf,7.8031,45.5004
4,4096,fct_cdf,7.8426,46.0004
4,4096,fct_cdf,7.8850,46.5004
4,4096,fct_cdf,7.9236,47.0004
4,4096,fct_cdf,7.9622,47.5004
4,4096,fct_cdf,8.0017,48.0004
4,4096,fct_cdf,8.0422,48.5005
4,4096,fct_cdf,8.0860,49.0005
4,4096,fct_cdf,8.1260,49.5005
4,4096,fct_cdf,8.1645,50.0005
4,4096,fct_cdf,8.2064,50.5005
4,4096,fct_cdf,8.2469,51.0005
4,4096,fct_cdf,8.2860,51.5005
4,4096,fct_cdf,8.3240,52.0006
4,4096,fct_cdf,8.3621,52.5006
4,4096,fct_cdf,8.4022,53.0006
4,4096,fct_cdf,8.4407,53.5006
4,4096,fct_cdf,8.4822,54.0006
4,4096,fct_cdf,8.5217,54.5006
4,4096,fct_cdf,8.5617,55.0007
4,4096,fct_cdf,8.6017,55.5007
4,4096,fct_cdf,8.6441,56.0007
4,4096,fct_cdf,8.6836,56.5007
4,4096,fct_cdf,8.7264,57.0007
4,4096,fct_cdf,8.7693,57.5007
4,4096,fct_cdf,8.8093,58.0007
4,4096,fct_cdf,8.8493,58.5008
4,4096,fct_cdf,8.8921,59.0008
4,4096,fct_cdf,8.9359,59.5008
4,4096,fct_cdf,8.9764,60.0008
4,4096,fct_cdf,9.0159,60.5008
4,4096,fct_cdf,9.0574,61.0008
4,4096,fct_cdf,9.1026,61.5008
4,4096,fct_cdf,9.1469,62.0009
4,4096,fct_cdf,9.1888,62.5009
4,4096,fct_cdf,9.2312,62.9999
4,4096,fct_cdf,9.2769,63.4999
4,4096,fct_cdf,9.3231,63.9999
4,4096,fct_cdf,9.3678,64.4999
4,4096,fct_cdf,9.4159,64.9999
4,4096,fct_cdf,9.4607,65.5000
4,4096,fct_cdf,9.5074,66.0000
4,4096,fct_cdf,9.5573,66.5000
4,4096,fct_cdf,9.6059,67.0000
4,4096,fct_cdf,9.6564,67.5000
4,4096,fct_cdf,9.7069,68.0000
4,4096,fct_cdf,9.7578,68.5001
4,4096,fct_cdf,9.8040,69.0001
4,4096,fct_cdf,9.8578,69.5001
4,4096,fct_cdf,9.9059,70.0001
4,4096,fct_cdf,9.9635,70.5001
4,4096,fct_cdf,10.0145,71.0001
4,4096,fct_cdf,10.0635,71.5001
4,4096,fct_cdf,10.1202,72.0002
4,4096,fct_cdf,10.1759,72.5002
4,4096,fct_cdf,10.2316,73.0002
4,4096,fct_cdf,10.2854,73.5002
4,4096,fct_cdf,10.3440,74.0002
4,4096,fct_cdf,10.4021,74.5002
4,4096,fct_cdf,10.4635,75.0003
4,4096,fct_cdf,10.5249,75.5003
4,4096,fct_cdf,10.5878,76.0003
4,4096,fct_cdf,10.6540,76.5003
4,4096,fct_cdf,10.7159,77.0003
4,4096,fct_cdf,10.7845,77.5003
4,4096,fct_cdf,10.8526,78.0003
4,4096,fct_cdf,10.9197,78.5004
4,4096,fct_cdf,10.9883,79.0004
4,4096,fct_cdf,11.0626,79.5004
4,4096,fct_cdf,11.1402,80.0004
4,4096,fct_cdf,11.2145,80.5004
4,4096,fct_cdf,11.2897,81.0004
4,4096,fct_cdf,11.3697,81.5004
4,4096,fct_cdf,11.4449,82.0005
4,4096,fct_cdf,11.5297,82.5005
4,4096,fct_cdf,11.6221,83.0005
4,4096,fct_cdf,11.7097,83.5005
4,4096,fct_cdf,11.8044,84.0005
4,4096,fct_cdf,11.8935,84.5005
4,4096,fct_cdf,11.9878,85.0006
4,4096,fct_cdf,12.0901,85.5006
4,4096,fct_cdf,12.1949,86.0006
4,4096,fct_cdf,12.3106,86.5006
4,4096,fct_cdf,12.4244,87.0006
4,4096,fct_cdf,12.5454,87.4996
4,4096,fct_cdf,12.6716,87.9996
4,4096,fct_cdf,12.8049,88.4997
4,4096,fct_cdf,12.9444,88.9997
4,4096,fct_cdf,13.0806,89.4997
4,4096,fct_cdf,13.2253,89.9997
4,4096,fct_cdf,13.4034,90.4997
4,4096,fct_cdf,13.5787,90.9997
4,4096,fct_cdf,13.7553,91.4997
4,4096,fct_cdf,13.9668,91.9998
4,4096,fct_cdf,14.1787,92.4998
4,4096,fct_cdf,14.4225,92.9998
4,4096,fct_cdf,14.6796,93.4998
4,4096,fct_cdf,15.0005,93.9998
4,4096,fct_cdf,15.3524,94.4998
4,4096,fct_cdf,15.7838,94.9998
4,4096,fct_cdf,16.2715,95.4999
4,4096,fct_cdf,16.9143,95.9999
4,4096,fct_cdf,17.9014,96.4999
4,4096,fct_cdf,19.3176,96.9999
4,4096,fct_cdf,21.8542,97.4999
4,4096,fct_cdf,26.2255,97.9999
4,4096,fct_cdf,32.5820,98.5000
4,4096,fct_cdf,44.4759,99.0000
4,4096,fct_cdf,72.3785,99.5000
4,4096,fct_cdf,44509.9000,100.0000
4,4096,fct_p50,,8.165
4,4096,fct_p99,,44.522
4,4096,fct_p999,,106.977
4,4096,samples,,99997
4,65536,fct_cdf,13.5455,0.0040
4,65536,fct_cdf,14.4170,0.5041
4,65536,fct_cdf,14.7870,1.0041
4,65536,fct_cdf,15.0412,1.5042
4,65536,fct_cdf,15.2974,2.0042
4,65536,fct_cdf,15.4969,2.5043
4,65536,fct_cdf,15.6727,3.0044
4,65536,fct_cdf,15.8593,3.5044
4,65536,fct_cdf,16.0550,4.0045
4,65536,fct_cdf,16.1931,4.5045
4,65536,fct_cdf,16.3455,5.0046
4,65536,fct_cdf,16.4788,5.5047
4,65536,fct_cdf,16.6084,6.0047
4,65536,fct_cdf,16.7303,6.5048
4,65536,fct_cdf,16.8665,7.0048
4,65536,fct_cdf,16.9907,7.5049
4,65536,fct_cdf,17.1041,8.0050
4,65536,fct_cdf,17.2155,8.5050
4,65536,fct_cdf,17.3241,9.0051
4,65536,fct_cdf,17.4360,9.5051
4,65536,fct_cdf,17.5564,10.0052
