config,arm,run,cls,vf,flow,gbps,tcp_retrans
band47-96,sr,3,tcp,2,0,5.539,5700
band47-96,sr,3,tcp,2,1,6.228,5964
band47-96,sr,3,tcp,2,2,6.683,8643
band47-96,sr,3,tcp,2,3,6.067,6417
band47-96,sr,3,rdma,3,0,0.13,
band47-96,sr,3,rdma,3,1,0.13,
band47-96,sr,3,rdma,3,2,0.13,
band47-96,sr,3,rdma,3,3,0.13,
band47-96,sr,3,tcp,3,0,9.091,4142
band47-96,sr,3,tcp,3,1,4.231,9013
band47-96,sr,3,tcp,3,2,3.707,9017
band47-96,sr,3,tcp,3,3,6.199,6306
band71-120,gbn,1,rdma,0,0,0.13,
band71-120,gbn,1,rdma,0,1,0.13,
band71-120,gbn,1,rdma,0,2,0.13,
band71-120,gbn,1,rdma,0,3,0.05,
band71-120,gbn,1,tcp,0,0,5.889,5096
band71-120,gbn,1,tcp,0,1,6.21,4780
band71-120,gbn,1,tcp,0,2,6.04,5022
band71-120,gbn,1,tcp,0,3,6.361,3689
band71-120,gbn,1,rdma,1,0,0.14,
band71-120,gbn,1,rdma,1,1,0.14,
band71-120,gbn,1,rdma,1,2,0.14,
band71-120,gbn,1,rdma,1,3,0.14,
band71-120,gbn,1,tcp,1,0,5.252,4667
band71-120,gbn,1,tcp,1,1,4.583,4562
band71-120,gbn,1,tcp,1,2,4.4,3984
band71-120,gbn,1,tcp,1,3,5.589,4491
band71-120,gbn,1,rdma,2,0,0.13,
band71-120,gbn,1,rdma,2,1,0.05,
band71-120,gbn,1,rdma,2,2,0.13,
band71-120,gbn,1,rdma,2,3,0.13,
band71-120,gbn,1,tcp,2,0,6.532,3862
band71-120,gbn,1,tcp,2,1,5.728,5278
band71-120,gbn,1,tcp,2,2,5.689,6036
band71-120,gbn,1,tcp,2,3,5.056,2410
band71-120,gbn,1,rdma,3,0,0.14,
band71-120,gbn,1,rdma,3,1,0.14,
band71-120,gbn,1,rdma,3,2,0.14,
band71-120,gbn,1,rdma,3,3,0.14,
band71-120,gbn,1,tcp,3,0,6.257,5101
band71-120,gbn,1,tcp,3,1,4.934,3926
band71-120,gbn,1,tcp,3,2,6.08,6498
band71-120,gbn,1,tcp,3,3,6.086,6999
band71-120,gbn,2,rdma,0,0,0.47,
band71-120,gbn,2,rdma,0,1,0.3,
band71-120,gbn,2,rdma,0,2,0.47,
band71-120,gbn,2,rdma,0,3,0.47,
band71-120,gbn,2,tcp,0,0,5.985,5188
band71-120,gbn,2,tcp,0,1,3.776,5730
band71-120,gbn,2,tcp,0,2,4.077,5965
band71-120,gbn,2,tcp,0,3,6.647,6492
band71-120,gbn,2,rdma,1,0,0.21,
band71-120,gbn,2,rdma,1,1,0.38,
band71-120,gbn,2,rdma,1,2,0.21,
band71-120,gbn,2,rdma,1,3,0.38,
band71-120,gbn,2,tcp,1,0,6.067,7899
band71-120,gbn,2,tcp,1,1,3.893,4523
band71-120,gbn,2,tcp,1,2,3.788,3580
band71-120,gbn,2,tcp,1,3,5.87,3379
band71-120,gbn,2,rdma,2,0,0.21,
band71-120,gbn,2,rdma,2,1,0.2,
band71-120,gbn,2,rdma,2,2,0.38,
band71-120,gbn,2,rdma,2,3,0.38,
band71-120,gbn,2,tcp,2,0,5.763,4488
band71-120,gbn,2,tcp,2,1,6.44,7820
band71-120,gbn,2,tcp,2,2,5.797,5004
band71-120,gbn,2,tcp,2,3,6.529,6851
band71-120,gbn,2,rdma,3,0,0.11,
band71-120,gbn,2,rdma,3,1,0.27,
band71-120,gbn,2,rdma,3,2,0.1,
band71-120,gbn,2,rdma,3,3,0.1,
band71-120,gbn,2,tcp,3,0,5.214,4585
band71-120,gbn,2,tcp,3,1,5.901,5558
band71-120,gbn,2,tcp,3,2,5.284,3043
band71-120,gbn,2,tcp,3,3,5.989,5310
band71-120,gbn,3,rdma,0,0,0.36,
band71-120,gbn,3,rdma,0,1,0.13,
band71-120,gbn,3,rdma,0,2,0.13,
band71-120,gbn,3,rdma,0,3,0.14,
band71-120,gbn,3,tcp,0,0,5.546,5840
band71-120,gbn,3,tcp,0,1,3.988,7246
band71-120,gbn,3,tcp,0,2,5.588,5076
band71-120,gbn,3,tcp,0,3,4.005,6800
band71-120,gbn,3,rdma,1,0,0.83,
band71-120,gbn,3,rdma,1,1,0.82,
band71-120,gbn,3,rdma,1,2,0.83,
band71-120,gbn,3,rdma,1,3,0.83,
band71-120,gbn,3,tcp,1,0,6.25,7277
band71-120,gbn,3,tcp,1,1,5.999,5821
band71-120,gbn,3,tcp,1,2,4.055,5202
band71-120,gbn,3,tcp,1,3,4.352,5720
band71-120,gbn,3,rdma,2,0,0.76,
band71-120,gbn,3,rdma,2,1,0.76,
band71-120,gbn,3,rdma,2,2,0.65,
band71-120,gbn,3,rdma,2,3,0.76,
band71-120,gbn,3,tcp,2,0,3.869,3964
band71-120,gbn,3,tcp,2,1,6.155,3043
band71-120,gbn,3,tcp,2,2,5.141,4977
band71-120,gbn,3,tcp,2,3,3.931,4232
band71-120,gbn,3,rdma,3,0,0.7,
band71-120,gbn,3,rdma,3,1,0.36,
band71-120,gbn,3,rdma,3,2,0.7,
band71-120,gbn,3,rdma,3,3,0.7,
band71-120,gbn,3,tcp,3,0,5.924,6792
band71-120,gbn,3,tcp,3,1,5.591,6903
band71-120,gbn,3,tcp,3,2,5.779,8817
band71-120,gbn,3,tcp,3,3,6.155,8141
band71-120,sr,1,rdma,0,0,0.32,
band71-120,sr,1,rdma,0,1,0.31,
band71-120,sr,1,rdma,0,2,0.31,
band71-120,sr,1,rdma,0,3,0.31,
band71-120,sr,1,tcp,0,0,6.193,2612
band71-120,sr,1,tcp,0,1,5.881,4226
band71-120,sr,1,tcp,0,2,6.421,1794
band71-120,sr,1,tcp,0,3,5.977,4675
band71-120,sr,1,rdma,1,0,0.31,
band71-120,sr,1,rdma,1,1,0.31,
band71-120,sr,1,rdma,1,2,0.31,
band71-120,sr,1,rdma,1,3,0.31,
band71-120,sr,1,tcp,1,0,5.878,4888
band71-120,sr,1,tcp,1,1,3.79,3611
band71-120,sr,1,tcp,1,2,3.983,3925
band71-120,sr,1,tcp,1,3,6.364,3932
band71-120,sr,1,rdma,2,0,0.31,
band71-120,sr,1,rdma,2,1,0.31,
band71-120,sr,1,rdma,2,2,0.31,
band71-120,sr,1,rdma,2,3,0.31,
band71-120,sr,1,tcp,2,0,5.135,3480
band71-120,sr,1,tcp,2,1,6.003,5325
band71-120,sr,1,tcp,2,2,6.364,6151
band71-120,sr,1,tcp,2,3,5.382,2948
band71-120,sr,1,rdma,3,0,0.31,
band71-120,sr,1,rdma,3,1,0.31,
band71-120,sr,1,rdma,3,2,0.31,
band71-120,sr,1,rdma,3,3,0.31,
band71-120,sr,1,tcp,3,0,5.514,6639
band71-120,sr,1,tcp,3,1,5.667,5233
band71-120,sr,1,tcp,3,2,4.143,1510
band71-120,sr,1,tcp,3,3,5.537,4328
band71-120,sr,2,rdma,0,0,0.34,
band71-120,sr,2,rdma,0,1,0.34,
band71-120,sr,2,rdma,0,2,0.34,
band71-120,sr,2,rdma,0,3,0.34,
band71-120,sr,2,tcp,0,0,6.123,4076
band71-120,sr,2,tcp,0,1,6.309,4511
band71-120,sr,2,tcp,0,2,6.316,6061
band71-120,sr,2,tcp,0,3,6.021,2472
band71-120,sr,2,rdma,1,0,0.33,
band71-120,sr,2,rdma,1,1,0.33,
band71-120,sr,2,rdma,1,2,0.33,
band71-120,sr,2,rdma,1,3,0.33,
band71-120,sr,2,tcp,1,0,5.484,3837
band71-120,sr,2,tcp,1,1,5.864,3960
band71-120,sr,2,tcp,1,2,6.078,5037
band71-120,sr,2,tcp,1,3,6.224,3647
band71-120,sr,2,rdma,2,0,0.33,
band71-120,sr,2,rdma,2,1,0.33,
band71-120,sr,2,rdma,2,2,0.33,
band71-120,sr,2,rdma,2,3,0.33,
band71-120,sr,2,tcp,2,0,4.398,4107
band71-120,sr,2,tcp,2,1,4.694,4103
band71-120,sr,2,tcp,2,2,5.959,5021
band71-120,sr,2,tcp,2,3,6.03,3993
band71-120,sr,2,rdma,3,0,0.33,
band71-120,sr,2,rdma,3,1,0.33,
band71-120,sr,2,rdma,3,2,0.33,
band71-120,sr,2,rdma,3,3,0.33,
band71-120,sr,2,tcp,3,0,6.053,3779
band71-120,sr,2,tcp,3,1,3.802,6924
band71-120,sr,2,tcp,3,2,3.818,7501
band71-120,sr,2,tcp,3,3,5.541,3864
band71-120,sr,3,rdma,0,0,0.61,
band71-120,sr,3,rdma,0,1,0.61,
band71-120,sr,3,rdma,0,2,0.61,
band71-120,sr,3,rdma,0,3,0.61,
band71-120,sr,3,tcp,0,0,5.685,3881
band71-120,sr,3,tcp,0,1,5.868,2850
band71-120,sr,3,tcp,0,2,3.719,5180
band71-120,sr,3,tcp,0,3,4.33,6341
band71-120,sr,3,rdma,1,0,0.61,
band71-120,sr,3,rdma,1,1,0.61,
band71-120,sr,3,rdma,1,2,0.61,
band71-120,sr,3,rdma,1,3,0.61,
band71-120,sr,3,tcp,1,0,5.974,2798
band71-120,sr,3,tcp,1,1,6.276,5502
band71-120,sr,3,tcp,1,2,3.357,5312
band71-120,sr,3,tcp,1,3,3.766,5876
band71-120,sr,3,rdma,2,0,0.6,
band71-120,sr,3,rdma,2,1,0.6,
band71-120,sr,3,rdma,2,2,0.6,
band71-120,sr,3,rdma,2,3,0.6,
band71-120,sr,3,tcp,2,0,6.556,4836
band71-120,sr,3,tcp,2,1,6.665,5287
band71-120,sr,3,tcp,2,2,5.87,5873
band71-120,sr,3,tcp,2,3,6.839,7294
band71-120,sr,3,rdma,3,0,0.61,
band71-120,sr,3,rdma,3,1,0.61,
band71-120,sr,3,rdma,3,2,0.61,
band71-120,sr,3,rdma,3,3,0.61,
band71-120,sr,3,tcp,3,0,3.935,1597
band71-120,sr,3,tcp,3,1,4.55,4822
band71-120,sr,3,tcp,3,2,4.356,4757
band71-120,sr,3,tcp,3,3,6.942,5090
band96-143,gbn,1,rdma,0,0,1.49,
band96-143,gbn,1,rdma,0,1,1.2,
band96-143,gbn,1,rdma,0,2,1.04,
band96-143,gbn,1,rdma,0,3,1.28,
band96-143,gbn,1,tcp,0,0,3.656,3411
band96-143,gbn,1,tcp,0,1,3.011,3001
band96-143,gbn,1,tcp,0,2,3.82,1326
band96-143,gbn,1,tcp,0,3,3.799,1262
band96-143,gbn,1,rdma,1,0,1.81,
band96-143,gbn,1,rdma,1,1,1.6,
band96-143,gbn,1,rdma,1,2,1.8,
band96-143,gbn,1,rdma,1,3,1.38,
band96-143,gbn,1,tcp,1,0,3.953,1185
band96-143,gbn,1,tcp,1,1,4.768,1274
band96-143,gbn,1,tcp,1,2,4.599,1514
band96-143,gbn,1,tcp,1,3,4.17,3551
band96-143,gbn,1,rdma,2,0,1.63,
band96-143,gbn,1,rdma,2,1,1.32,
band96-143,gbn,1,rdma,2,2,1.41,
band96-143,gbn,1,rdma,2,3,1.3,
band96-143,gbn,1,tcp,2,0,3.983,1267
band96-143,gbn,1,tcp,2,1,3.618,3242
band96-143,gbn,1,tcp,2,2,3.824,3527
band96-143,gbn,1,tcp,2,3,3.827,1365
band96-143,gbn,1,rdma,3,0,1.25,
band96-143,gbn,1,rdma,3,1,1.08,
band96-143,gbn,1,rdma,3,2,1.28,
band96-143,gbn,1,rdma,3,3,1.55,
band96-143,gbn,1,tcp,3,0,4.31,3674
band96-143,gbn,1,tcp,3,1,4.829,2983
band96-143,gbn,1,tcp,3,2,4.615,2674
band96-143,gbn,1,tcp,3,3,3.698,2594
band96-143,gbn,2,rdma,0,0,1.58,
band96-143,gbn,2,rdma,0,1,1.26,
band96-143,gbn,2,rdma,0,2,1.7,
band96-143,gbn,2,rdma,0,3,1.42,
band96-143,gbn,2,tcp,0,0,3.723,2019
band96-143,gbn,2,tcp,0,1,3.771,1419
band96-143,gbn,2,tcp,0,2,4.0,1129
band96-143,gbn,2,tcp,0,3,3.229,1623
band96-143,gbn,2,rdma,1,0,1.26,
band96-143,gbn,2,rdma,1,1,0.79,
band96-143,gbn,2,rdma,1,2,0.83,
band96-143,gbn,2,rdma,1,3,0.77,
band96-143,gbn,2,tcp,1,0,4.21,1674
band96-143,gbn,2,tcp,1,1,3.903,4297
band96-143,gbn,2,tcp,1,2,4.385,1238
band96-143,gbn,2,tcp,1,3,3.513,1660
band96-143,gbn,2,rdma,2,0,1.92,
band96-143,gbn,2,rdma,2,1,1.34,
band96-143,gbn,2,rdma,2,2,1.95,
band96-143,gbn,2,rdma,2,3,1.93,
band96-143,gbn,2,tcp,2,0,3.083,2556
band96-143,gbn,2,tcp,2,1,3.969,2339
band96-143,gbn,2,tcp,2,2,3.583,1801
band96-143,gbn,2,tcp,2,3,3.531,2038
band96-143,gbn,2,rdma,3,0,1.3,
band96-143,gbn,2,rdma,3,1,1.68,
band96-143,gbn,2,rdma,3,2,1.71,
band96-143,gbn,2,rdma,3,3,1.13,
band96-143,gbn,2,tcp,3,0,4.099,2740
band96-143,gbn,2,tcp,3,1,4.295,2115
band96-143,gbn,2,tcp,3,2,3.63,2273
band96-143,gbn,2,tcp,3,3,3.743,1516
band96-143,gbn,3,rdma,0,0,1.33,
band96-143,gbn,3,rdma,0,1,1.79,
band96-143,gbn,3,rdma,0,2,1.62,
band96-143,gbn,3,rdma,0,3,1.68,
band96-143,gbn,3,tcp,0,0,3.872,1019
band96-143,gbn,3,tcp,0,1,3.635,947
band96-143,gbn,3,tcp,0,2,3.928,820
band96-143,gbn,3,tcp,0,3,4.397,1270
band96-143,gbn,3,rdma,1,0,1.26,
band96-143,gbn,3,rdma,1,1,1.09,
band96-143,gbn,3,rdma,1,2,1.27,
band96-143,gbn,3,rdma,1,3,1.55,
band96-143,gbn,3,tcp,1,0,4.074,2282
band96-143,gbn,3,tcp,1,1,2.849,2012
band96-143,gbn,3,tcp,1,2,3.502,2673
band96-143,gbn,3,tcp,1,3,3.683,3063
band96-143,gbn,3,rdma,2,0,1.85,
band96-143,gbn,3,rdma,2,1,1.85,
band96-143,gbn,3,rdma,2,2,1.22,
band96-143,gbn,3,rdma,2,3,1.85,
band96-143,gbn,3,tcp,2,0,4.584,1021
band96-143,gbn,3,tcp,2,1,3.811,2592
band96-143,gbn,3,tcp,2,2,4.082,1378
band96-143,gbn,3,tcp,2,3,4.169,1163
band96-143,gbn,3,rdma,3,0,1.28,
band96-143,gbn,3,rdma,3,1,1.71,
band96-143,gbn,3,rdma,3,2,1.68,
band96-143,gbn,3,rdma,3,3,1.25,
band96-143,gbn,3,tcp,3,0,3.999,1809
band96-143,gbn,3,tcp,3,1,2.994,1537
band96-143,gbn,3,tcp,3,2,3.753,1762
band96-143,gbn,3,tcp,3,3,3.291,1999
band96-143,sr,1,rdma,0,0,1.25,
band96-143,sr,1,rdma,0,1,1.25,
band96-143,sr,1,rdma,0,2,1.26,
band96-143,sr,1,rdma,0,3,1.26,
band96-143,sr,1,tcp,0,0,4.792,1294
band96-143,sr,1,tcp,0,1,5.363,803
band96-143,sr,1,tcp,0,2,3.782,2311
band96-143,sr,1,tcp,0,3,3.39,2426
band96-143,sr,1,rdma,1,0,1.25,
band96-143,sr,1,rdma,1,1,1.26,
band96-143,sr,1,rdma,1,2,1.26,
band96-143,sr,1,rdma,1,3,1.25,
band96-143,sr,1,tcp,1,0,5.554,1371
band96-143,sr,1,tcp,1,1,4.698,1493
band96-143,sr,1,tcp,1,2,4.605,1111
band96-143,sr,1,tcp,1,3,4.803,743
band96-143,sr,1,rdma,2,0,1.23,
band96-143,sr,1,rdma,2,1,1.25,
band96-143,sr,1,rdma,2,2,1.25,
band96-143,sr,1,rdma,2,3,1.24,
band96-143,sr,1,tcp,2,0,5.247,737
band96-143,sr,1,tcp,2,1,5.6,2441
band96-143,sr,1,tcp,2,2,5.345,1850
band96-143,sr,1,tcp,2,3,4.246,2290
band96-143,sr,1,rdma,3,0,1.26,
band96-143,sr,1,rdma,3,1,1.26,
band96-143,sr,1,rdma,3,2,1.25,
band96-143,sr,1,rdma,3,3,1.26,
band96-143,sr,1,tcp,3,0,4.673,1977
band96-143,sr,1,tcp,3,1,3.448,2209
band96-143,sr,1,tcp,3,2,3.294,1812
band96-143,sr,1,tcp,3,3,5.115,1226
band96-143,sr,2,rdma,0,0,1.25,
band96-143,sr,2,rdma,0,1,1.25,
band96-143,sr,2,rdma,0,2,1.24,
band96-143,sr,2,rdma,0,3,1.24,
band96-143,sr,2,tcp,0,0,5.298,2125
band96-143,sr,2,tcp,0,1,3.176,1894
band96-143,sr,2,tcp,0,2,2.809,1858
band96-143,sr,2,tcp,0,3,5.104,1481
band96-143,sr,2,rdma,1,0,1.25,
band96-143,sr,2,rdma,1,1,1.25,
band96-143,sr,2,rdma,1,2,1.24,
band96-143,sr,2,rdma,1,3,1.25,
band96-143,sr,2,tcp,1,0,3.588,2407
band96-143,sr,2,tcp,1,1,4.034,2459
band96-143,sr,2,tcp,1,2,4.805,1555
band96-143,sr,2,tcp,1,3,5.263,1155
band96-143,sr,2,rdma,2,0,1.25,
band96-143,sr,2,rdma,2,1,1.25,
band96-143,sr,2,rdma,2,2,1.25,
band96-143,sr,2,rdma,2,3,1.25,
band96-143,sr,2,tcp,2,0,4.945,1677
band96-143,sr,2,tcp,2,1,3.803,2915
band96-143,sr,2,tcp,2,2,4.182,2619
band96-143,sr,2,tcp,2,3,5.212,885
band96-143,sr,2,rdma,3,0,1.25,
band96-143,sr,2,rdma,3,1,1.23,
band96-143,sr,2,rdma,3,2,1.24,
band96-143,sr,2,rdma,3,3,1.25,
band96-143,sr,2,tcp,3,0,5.526,1631
band96-143,sr,2,tcp,3,1,5.276,1040
band96-143,sr,2,tcp,3,2,5.132,1739
band96-143,sr,2,tcp,3,3,5.688,457
band96-143,sr,3,rdma,0,0,1.26,
band96-143,sr,3,rdma,0,1,1.25,
band96-143,sr,3,rdma,0,2,1.26,
band96-143,sr,3,rdma,0,3,1.25,
band96-143,sr,3,tcp,0,0,4.66,1278
band96-143,sr,3,tcp,0,1,5.009,1343
band96-143,sr,3,tcp,0,2,5.197,1393
band96-143,sr,3,tcp,0,3,5.31,654
band96-143,sr,3,rdma,1,0,1.26,
band96-143,sr,3,rdma,1,1,1.25,
band96-143,sr,3,rdma,1,2,1.25,
band96-143,sr,3,rdma,1,3,1.25,
band96-143,sr,3,tcp,1,0,4.845,3248
band96-143,sr,3,tcp,1,1,4.97,1225
band96-143,sr,3,tcp,1,2,5.214,1320
band96-143,sr,3,tcp,1,3,5.159,953
band96-143,sr,3,rdma,2,0,1.26,
band96-143,sr,3,rdma,2,1,1.26,
band96-143,sr,3,rdma,2,2,1.26,
band96-143,sr,3,rdma,2,3,1.26,
band96-143,sr,3,tcp,2,0,5.537,877
band96-143,sr,3,tcp,2,1,3.624,1724
band96-143,sr,3,tcp,2,2,4.398,2186
band96-143,sr,3,tcp,2,3,5.034,1576
band96-143,sr,3,rdma,3,0,1.25,
band96-143,sr,3,rdma,3,1,1.25,
band96-143,sr,3,rdma,3,2,1.26,
band96-143,sr,3,rdma,3,3,1.25,
band96-143,sr,3,tcp,3,0,3.798,1938
band96-143,sr,3,tcp,3,1,4.108,3574
band96-143,sr,3,tcp,3,2,3.406,2451
band96-143,sr,3,tcp,3,3,3.626,1785
