arm,size,metric,x,value
cc,16384,fct_cdf,1241.9900,65.3490
cc,16384,fct_cdf,1242.0900,65.6743
cc,16384,fct_cdf,1242.2100,65.9995
cc,16384,fct_cdf,1242.3500,66.3498
cc,16384,fct_cdf,1242.4300,66.6750
cc,16384,fct_cdf,1242.6300,67.0003
cc,16384,fct_cdf,1242.7400,67.3505
cc,16384,fct_cdf,1242.8700,67.6758
cc,16384,fct_cdf,1243.0400,68.0010
cc,16384,fct_cdf,1243.1600,68.3513
cc,16384,fct_cdf,1243.2400,68.6765
cc,16384,fct_cdf,1243.4000,69.0018
cc,16384,fct_cdf,1243.4700,69.3520
cc,16384,fct_cdf,1243.6700,69.6773
cc,16384,fct_cdf,1243.7400,70.0025
cc,16384,fct_cdf,1243.8700,70.3528
cc,16384,fct_cdf,1244.0100,70.6780
cc,16384,fct_cdf,1244.1300,71.0033
cc,16384,fct_cdf,1244.2200,71.3285
cc,16384,fct_cdf,1244.3100,71.6788
cc,16384,fct_cdf,1244.4200,72.0040
cc,16384,fct_cdf,1244.5000,72.3292
cc,16384,fct_cdf,1244.6100,72.6795
cc,16384,fct_cdf,1244.7200,73.0048
cc,16384,fct_cdf,1244.8400,73.3300
cc,16384,fct_cdf,1244.9700,73.6803
cc,16384,fct_cdf,1245.0500,74.0055
cc,16384,fct_cdf,1245.2300,74.3307
cc,16384,fct_cdf,1245.3800,74.6810
cc,16384,fct_cdf,1245.4700,75.0063
cc,16384,fct_cdf,1245.5700,75.3315
cc,16384,fct_cdf,1245.7200,75.6818
cc,16384,fct_cdf,1245.8400,76.0070
cc,16384,fct_cdf,1245.9400,76.3322
cc,16384,fct_cdf,1246.0300,76.6825
cc,16384,fct_cdf,1246.1300,77.0078
cc,16384,fct_cdf,1246.2400,77.3330
cc,16384,fct_cdf,1246.3300,77.6833
cc,16384,fct_cdf,1246.4700,78.0085
cc,16384,fct_cdf,1246.6000,78.3338
cc,16384,fct_cdf,1246.8100,78.6840
cc,16384,fct_cdf,1246.9600,79.0093
cc,16384,fct_cdf,1247.0600,79.3345
cc,16384,fct_cdf,1247.2200,79.6597
cc,16384,fct_cdf,1247.3300,80.0100
cc,16384,fct_cdf,1247.4500,80.3353
cc,16384,fct_cdf,1247.5500,80.6605
cc,16384,fct_cdf,1247.7000,81.0108
cc,16384,fct_cdf,1247.8800,81.3360
cc,16384,fct_cdf,1247.9800,81.6612
cc,16384,fct_cdf,1248.1200,82.0115
cc,16384,fct_cdf,1248.3300,82.3368
cc,16384,fct_cdf,1248.4300,82.6620
cc,16384,fct_cdf,1248.5600,83.0123
cc,16384,fct_cdf,1248.7500,83.3375
cc,16384,fct_cdf,1248.8400,83.6627
cc,16384,fct_cdf,1248.9700,84.0130
cc,16384,fct_cdf,1249.0800,84.3383
cc,16384,fct_cdf,1249.2300,84.6635
cc,16384,fct_cdf,1249.3800,85.0138
cc,16384,fct_cdf,1249.5100,85.3390
cc,16384,fct_cdf,1249.7600,85.6642
cc,16384,fct_cdf,1250.0000,86.0145
cc,16384,fct_cdf,1250.1600,86.3398
cc,16384,fct_cdf,1250.2800,86.6650
cc,16384,fct_cdf,1250.5200,87.0153
cc,16384,fct_cdf,1250.6400,87.3405
cc,16384,fct_cdf,1250.8500,87.6657
cc,16384,fct_cdf,1250.9600,87.9910
cc,16384,fct_cdf,1251.0900,88.3413
cc,16384,fct_cdf,1251.2400,88.6665
cc,16384,fct_cdf,1251.4300,88.9917
cc,16384,fct_cdf,1251.6300,89.3420
cc,16384,fct_cdf,1251.8200,89.6673
cc,16384,fct_cdf,1252.0000,89.9925
cc,16384,fct_cdf,1252.1600,90.3428
cc,16384,fct_cdf,1252.3800,90.6680
cc,16384,fct_cdf,1252.5600,90.9932
cc,16384,fct_cdf,1252.9900,91.3435
cc,16384,fct_cdf,1253.1700,91.6688
cc,16384,fct_cdf,1253.3900,91.9940
