ts,vport_idx,t_ns,rx_ib,rx_eth
0.00,0,31274475819230,2728840800968,11371158860438
0.00,1,31274474930001,2564430227168,11679748814209
0.00,2,31274475041047,2615345370856,11795469707534
0.00,3,31274475152109,2627413053364,10914569794915
1.00,0,31275476850318,2728840800968,11373371879766
1.00,1,31275476966669,2564430227168,11682110875117
1.00,2,31275477081002,2615345370856,11798354414956
1.00,3,31275476190288,2627413053364,10917824760507
2.00,0,31276477668000,2730258711258,11374071667036
2.00,1,31276477779092,2566541837998,11682859905291
2.00,2,31276477890519,2618001096036,11799351554252
2.00,3,31276478002042,2630025359432,10918776477869
3.00,0,31277478833740,2730315635708,11374071718590
3.00,1,31277478947109,2566584114074,11682859973421
3.00,2,31277479060775,2624069869108,11799351610270
3.00,3,31277479176503,2636111725286,10918776523289
4.00,0,31278480136298,2730361982242,11374071794290
4.00,1,31278480250087,2566632131776,11682860035495
4.00,2,31278480364119,2630143859454,11799351725334
4.00,3,31278480478372,2642199222448,10918776547513
5.01,0,31279481579425,2730394769108,11374071852059
5.01,1,31279481690855,2566678661248,11682860099320
5.01,2,31279480802687,2636223779842,11799351823981
5.01,3,31279480914051,2648285325808,10918776578030
6.01,0,31280482345624,2730426815390,11374071939871
6.01,1,31280482456934,2566728426204,11682860144740
6.01,2,31280482568248,2642603940246,11799351872429
6.01,3,31280482679756,2654084689018,10918776720346
7.01,0,31281483183132,2730456948920,11374071962581
7.01,1,31281483295188,2566771280932,11682860194702
7.01,2,31281483407125,2648775672922,11799351960883
7.01,3,31281483518374,2660090243770,10918776768794
8.01,0,31282484804158,2730487711662,11374071997403
8.01,1,31282484915766,2566814555108,11682860234066
8.01,2,31282485028039,2654738486718,11799352007817
8.01,3,31282485140241,2666313293866,10918776791504
9.01,0,31283486414440,2730518784432,11374072092785
9.01,1,31283485525218,2566848866224,11682860285542
9.01,2,31283485636173,2660835293926,11799352033555
9.01,3,31283485747420,2672398585940,10918776818756
10.01,0,31284487286588,2730559133178,11374072180695
10.01,1,31284487398159,2566895784896,11682860293112
10.01,2,31284487509901,2666925258866,11799352060807
10.01,3,31284486621444,2678478209198,10918776849036
11.01,0,31285487830985,2730615472532,11374072256493
11.01,1,31285487942536,2566954671204,11682860341560
11.01,2,31285488055253,2672832055554,11799352098657
11.01,3,31285488167866,2684708303082,10918776944418
12.01,0,31286489114876,2730781213892,11374123226915
12.01,1,31286489226657,2567033339354,11682900833490
12.01,2,31286489338462,2673248804378,11799428411827
12.01,3,31286489449703,2696074356442,10918840506680
13.02,0,31287490834512,2730880800526,11374243356857
13.02,1,31287490948067,2567098222220,11683026975428
13.02,2,31287490061635,2673345225426,11799537914905
13.02,3,31287490175635,2707599479568,10918951325424
14.02,0,31288491271306,2731121346526,11374579773811
14.02,1,31288491383603,2567245719086,11683305227432
14.02,2,31288491495598,2673573531638,11799886555797
14.02,3,31288491607271,2717390307962,10919848739782
15.02,0,31289492451636,2731850656732,11375353726167
15.02,1,31289492597253,2567710036832,11684016386540
15.02,2,31289492745529,2674306315816,11800667785853
15.02,3,31289492886491,2723761448786,10921564690078
16.02,0,31290494445140,2732985180558,11376563436489
16.02,1,31290493557822,2569134118754,11685153158300
16.02,2,31290493671000,2675480401256,11801877800391
16.02,3,31290493784517,2726741252084,10923583494178
17.02,0,31291495536456,2734078608046,11378195006581
17.02,1,31291495648472,2570105175132,11686717968464
17.02,2,31291494759319,2676847035174,11803501653527
17.02,3,31291494871417,2728463899700,10925910220878
18.02,0,31292495906645,2734971219706,11380245863509
18.02,1,31292496020976,2571041243484,11688702303162
18.02,2,31292496135492,2677718539708,11805533017607
18.02,3,31292496249350,2729379319806,10928533155148
19.02,0,31293497537968,2735602812442,11382729442833
19.02,1,31293497650086,2571819057630,11691112055206
19.02,2,31293497761812,2678464978344,11807576982709
19.02,3,31293497873425,2730161762738,10930975637076
20.02,0,31294498749096,2736076995028,11385589503995
20.02,1,31294498861275,2572272257680,11693915289794
20.02,2,31294498972926,2678909025568,11809650663089
20.02,3,31294499084187,2730635362888,10933713486546
21.02,0,31295499528589,2736310852636,11388749077751
21.02,1,31295499640084,2572488361718,11697048614232
21.02,2,31295499751486,2679152813688,11812061735889
21.02,3,31295499863064,2730896050944,10936374995116
22.03,0,31296500801266,2736485691240,11392005130009
22.03,1,31296500912929,2572649789272,11700083483870
22.03,2,31296501024522,2679337323028,11814427559347
22.03,3,31296501136257,2731092736900,10939328554368
23.03,0,31297502244312,2736693488416,11394698429125
23.03,1,31297502356800,2572828761554,11703501050024
23.03,2,31297502469005,2679545899324,11817038968367
23.03,3,31297502580903,2731336403340,10942096083048
24.03,0,31298503756499,2737202745844,11397336123195
24.03,1,31298503867962,2573209487992,11706835445204
24.03,2,31298503981364,2680010798994,11818848104857
24.03,3,31298503091879,2732021819326,10944593066352
25.03,0,31299504341626,2737733850854,11399419230365
25.03,1,31299504452920,2573865042506,11710115745596
25.03,2,31299504564303,2680523922446,11821001323227
25.03,3,31299504675557,2732776243880,10946934132380
26.03,0,31300505889730,2738203810090,11401723146337
26.03,1,31300506001178,2574471183720,11713268452898
26.03,2,31300506112310,2681090968404,11823543934661
26.03,3,31300506223602,2733331485744,10949058281950
27.03,0,31301507229980,2738621686454,11404131088069
