ts_ns,gbps
1783088419369851447,62.490
1783088419374851328,62.512
1783088419379855926,62.488
1783088419384855430,62.475
1783088419389855026,62.490
1783088419394854206,62.505
1783088419399857152,62.502
1783088419404857357,62.493
1783088419409854502,62.493
1783088419414853700,62.484
1783088419419855846,62.500
1783088419424854912,62.490
1783088419429854122,62.498
1783088419434853130,62.508
1783088419439861642,62.496
1783088419444852936,62.488
1783088419449853419,62.484
1783088419454855768,62.490
1783088419459855320,62.501
1783088419464855238,62.505
1783088419469855111,62.485
1783088419474854722,62.491
1783088419479858410,62.524
1783088419484855256,62.488
1783088419489855622,62.499
1783088419494854980,62.484
1783088419499858442,62.495
1783088419504858836,62.478
1783088419509859628,62.497
1783088419514856768,62.500
1783088419519859602,62.491
1783088419524856944,62.475
1783088419529855818,62.525
1783088419534855509,62.480
1783088419539855682,62.509
1783088419544855036,62.505
1783088419549856634,62.503
1783088419554859924,62.464
1783088419559858050,62.519
1783088419564861256,62.500
1783088419569856210,62.484
1783088419574857024,62.506
1783088419579856012,62.491
1783088419584856684,62.483
1783088419589857738,62.496
1783088419594858381,62.506
1783088419599858219,62.492
1783088419604859196,62.511
1783088419609860376,62.484
1783088419614858974,62.490
1783088419619858157,62.486
1783088419624858340,62.502
1783088419629858246,62.488
1783088419634859938,62.479
1783088419639859014,62.502
1783088419644864245,62.482
1783088419649859946,62.494
1783088419654862201,62.496
1783088419659860610,62.496
1783088419664860900,62.486
1783088419669858917,62.515
1783088419674858097,62.486
1783088419679859655,62.498
1783088419684860151,62.498
1783088419689861378,62.475
1783088419694860936,62.509
1783088419699861554,62.484
1783088419704863492,62.485
1783088419709861195,62.512
1783088419714859908,62.492
1783088419719860290,62.494
1783088419724863728,62.494
1783088419729861199,62.487
1783088419734859789,62.515
1783088419739860209,62.485
1783088419744864969,62.493
1783088419749860174,62.494
1783088419754863752,62.466
1783088419759863834,62.496
1783088419764865177,62.501
1783088419769861486,62.481
1783088419774860980,62.476
1783088419779862200,62.487
1783088419784863220,62.495
1783088419789863595,62.470
1783088419794863025,62.476
1783088419799862499,62.510
1783088419804868425,62.478
1783088419809866141,62.477
1783088419814863759,62.485
1783088419819862906,62.482
1783088419824863149,62.499
1783088419829862795,62.487
1783088419834863246,62.479
1783088419839862427,62.512
1783088419844862854,62.483
1783088419849862123,62.487
1783088419854864536,62.493
1783088419859864721,62.482
1783088419864864585,62.499
1783088419869864635,62.503
1783088419874865533,62.506
1783088419879863931,62.468
1783088419884865969,62.485
1783088419889866147,62.481
1783088419894864653,62.495
1783088419899865227,62.497
1783088419904868693,62.473
1783088419909866494,62.498
1783088419914865545,62.502
1783088419919865771,62.501
1783088419924866328,62.476
1783088419929865459,62.508
1783088419934866257,62.487
1783088419939865302,62.502
1783088419944865716,62.485
1783088419949865611,62.512
1783088419954868296,62.491
1783088419959867441,62.501
1783088419964866069,62.500
1783088419969865667,62.495
1783088419974866005,62.486
1783088419979866073,62.489
1783088419984866245,62.493
1783088419989867662,62.488
1783088419994869620,62.500
1783088419999867178,62.486
1783088420004868949,62.489
1783088420009870851,62.480
1783088420014869559,62.513
1783088420019867407,62.486
1783088420024867175,62.503
1783088420029868313,62.476
1783088420034867765,62.497
1783088420039867791,62.486
1783088420044867629,62.502
1783088420049867931,62.486
1783088420054871176,62.477
1783088420059870831,62.506
1783088420064867906,62.501
1783088420069867307,62.491
1783088420074869268,62.472
1783088420079868971,62.501
1783088420084868965,62.497
1783088420089870087,62.476
1783088420094870965,62.479
1783088420099869015,62.502
1783088420104873265,62.497
1783088420109870909,62.499
1783088420114869769,62.490
1783088420119869412,62.470
1783088420124870765,62.497
1783088420129868663,62.513
1783088420134871177,62.483
1783088420139871068,62.484
1783088420144871135,62.482
1783088420149869700,62.494
1783088420154873251,62.489
1783088420159872911,62.487
1783088420164872853,62.498
1783088420169874019,62.455
1783088420174871605,62.525
1783088420179870015,62.486
1783088420184873189,62.502
1783088420189875963,62.490
1783088420194874357,62.489
1783088420199874939,62.490
1783088420204876563,62.490
1783088420209874675,62.500
1783088420214874518,62.485
1783088420219872616,62.486
1783088420224873729,62.485
1783088420229872603,62.499
1783088420234871751,62.483
1783088420239873268,62.485
1783088420244871347,62.528
1783088420249877275,62.444
1783088420254874929,62.531
1783088420259875541,62.491
1783088420264873501,62.509
1783088420269874711,62.482
1783088420274877115,62.488
1783088420279875212,62.500
1783088420284875981,62.487
1783088420290429375,62.505
1783088420294872562,62.488
1783088420299874399,62.477
1783088420304878117,62.483
1783088420309875083,62.512
1783088420314875809,62.488
1783088420319874567,62.497
1783088420324873474,62.495
1783088420329874407,62.489
1783088420334874752,62.482
1783088420339873995,62.503
1783088420344875226,62.490
1783088420349875031,62.484
1783088420354878233,62.471
1783088420359876289,62.493
1783088420364875209,62.483
1783088420369875951,62.481
1783088420374875025,62.488
1783088420379882291,62.413
1783088420384878717,62.569
1783088420389878829,62.482
1783088420394876817,62.482
1783088420399877668,62.491
1783088420404878584,62.499
1783088420409878904,62.493
1783088420414876014,62.498
1783088420419876156,62.495
1783088420424878276,62.505
1783088420429876156,62.492
1783088420434876158,62.500
1783088420439877024,62.491
1783088420444877630,62.486
1783088420449880752,62.486
1783088420454880006,62.517
1783088420459878007,62.486
1783088420464878033,62.493
1783088420469879978,62.507
1783088420474878361,62.508
1783088420479877347,62.487
1783088420484878245,62.482
1783088420489880957,62.491
1783088420494878741,62.497
1783088420499877975,62.487
1783088420504882753,62.498
1783088420509884789,62.499
1783088420514880789,62.495
1783088420519879916,62.491
1783088420524882770,62.468
1783088420529883592,62.521
1783088420534879059,62.512
1783088420539877919,62.497
1783088420544878456,62.483
1783088420549882888,62.468
1783088420554883037,62.483
1783088420559881031,62.515
1783088420564883840,62.510
1783088420569881732,62.496
1783088420574879665,62.478
1783088420579878988,62.488
1783088420584878972,62.507
1783088420589884219,62.476
1783088420594880942,62.503
1783088420599879993,62.474
1783088420604883013,62.494
1783088420609884384,62.499
1783088420614881654,62.491
1783088420619880626,62.496
1783088420624879750,62.513
1783088420629882654,62.497
1783088420634883474,62.480
1783088420639884479,62.483
1783088420644888226,62.493
1783088420649883164,62.493
1783088420654884942,62.487
1783088420659882684,62.497
1783088420664881218,62.494
1783088420669883365,62.479
1783088420674886282,62.507
1783088420679883864,62.491
1783088420684882565,62.510
1783088420689883460,62.493
1783088420694882708,62.484
1783088420699882952,62.487
1783088420704886898,62.484
1783088420709888591,62.503
1783088420714883738,62.509
1783088420719882998,62.470
1783088420724885749,62.494
1783088420729883820,62.516
1783088420734884398,62.467
1783088420739884228,62.509
1783088420744883522,62.492
1783088420749883436,62.484
1783088420754886906,62.509
1783088420759886451,62.492
1783088420764885073,62.500
1783088420769885036,62.471
1783088420774885654,62.496
1783088420779886408,62.489
1783088420784884762,62.519
1783088420789887844,62.457
1783088420794885554,62.512
1783088420799884784,62.484
1783088420804889338,62.469
1783088420809888200,62.490
1783088420814886480,62.511
1783088420819887336,62.490
1783088420824885396,62.483
1783088420829886628,62.488
1783088420834886846,62.480
1783088420839885808,62.482
1783088420844885982,62.474
1783088420849886176,62.474
1783088420854888634,62.473
1783088420859887412,62.505
1783088420864887053,62.494
1783088420869888652,62.494
1783088420874888710,62.486
1783088420879887652,62.500
1783088420884889730,62.499
1783088420889889980,62.476
1783088420894889167,62.493
1783088420899889564,62.492
1783088420904892144,62.499
1783088420909888990,62.493
1783088420914887786,62.500
1783088420919888828,62.477
1783088420924888930,62.518
1783088420929889794,62.479
1783088420934888390,62.520
1783088420939887516,62.494
1783088420944888234,62.495
1783088420949888326,62.508
1783088420954890902,62.482
1783088420959890136,62.477
1783088420964890050,62.512
1783088420969888948,62.485
1783088420974890690,62.508
1783088420979888812,62.493
1783088420984888335,62.489
1783088420989889469,62.488
1783088420994892458,62.496
1783088420999889940,62.466
1783088421004892946,62.494
1783088421009893937,62.505
1783088421014894310,62.506
1783088421019891146,62.488
1783088421024890876,62.493
1783088421029888994,62.500
1783088421034894427,62.491
1783088421039889796,62.486
1783088421044891186,62.480
1783088421049889705,62.508
1783088421054898359,62.479
1783088421059892537,62.495
1783088421064892699,62.486
1783088421069892984,62.486
1783088421074894246,62.517
1783088421079890676,62.484
1783088421084891531,62.500
1783088421089893644,62.484
1783088421094892098,62.509
1783088421099891765,62.487
1783088421104895899,62.494
1783088421109894623,62.506
1783088421114896830,62.506
1783088421119891408,62.480
1783088421124893530,62.491
1783088421129893156,62.488
1783088421134895652,62.499
1783088421139893190,62.484
1783088421144893714,62.497
1783088421149893386,62.504
1783088421154896044,62.478
1783088421159894441,62.489
1783088421164892830,62.486
1783088421169893068,62.515
1783088421174892978,62.481
1783088421179897849,62.505
1783088421184896486,62.488
1783088421189898860,62.479
1783088421194895042,62.531
1783088421199895064,62.504
1783088421204897323,62.463
1783088421209895910,62.513
1783088421214900810,62.503
1783088421219895773,62.472
1783088421224899356,62.501
1783088421229896344,62.493
1783088421234895482,62.480
1783088421239896629,62.493
1783088421244895866,62.496
1783088421249897100,62.475
1783088421254897110,62.476
1783088421259898962,62.508
1783088421264900350,62.459
1783088421269895548,62.536
1783088421274896795,62.481
1783088421279900544,62.499
1783088421284901727,62.468
1783088421289900933,62.493
1783088421294895078,62.501
1783088421299899936,62.486
1783088421304900519,62.481
1783088421309899092,62.501
1783088421314897260,62.515
1783088421319900124,62.492
1783088421324897406,62.491
1783088421329897793,62.490
1783088421334895651,62.518
1783088421339899529,62.493
1783088421344897067,62.483
1783088421349896721,62.479
1783088421354900243,62.494
1783088421359902762,62.484
1783088421364897568,62.480
1783088421369897679,62.496
1783088421374897786,62.485
1783088421379901324,62.499
1783088421384902040,62.462
1783088421389900424,62.502
1783088421394899351,62.505
1783088421399898909,62.480
1783088421404900959,62.489
1783088421409901609,62.485
1783088421414900450,62.504
1783088421419901617,62.505
1783088421424900104,62.490
1783088421429899273,62.485
1783088421434898733,62.509
1783088421439901740,62.513
1783088421444901911,62.469
1783088421449899829,62.483
1783088421454902699,62.466
1783088421459901676,62.503
1783088421464901215,62.496
1783088421469900381,62.499
1783088421474901466,62.478
1783088421479901682,62.487
1783088421484900954,62.513
1783088421489902444,62.492
1783088421494902803,62.505
1783088421499901194,62.491
1783088421504906710,62.476
1783088421509904503,62.512
1783088421514902039,62.507
1783088421519902285,62.478
1783088421524902286,62.506
1783088421529903173,62.484
1783088421534902562,62.505
1783088421539905829,62.505
1783088421544901936,62.471
1783088421549901753,62.510
1783088421554905252,62.465
1783088421559903537,62.522
1783088421564902750,62.479
1783088421569903504,62.501
1783088421574902579,62.495
1783088421579902768,62.507
1783088421584902555,62.486
1783088421589903564,62.500
1783088421594904062,62.491
1783088421599903060,62.496
1783088421604905930,62.482
1783088421609903612,62.498
1783088421614902519,62.517
1783088421619906404,62.504
1783088421624904671,62.498
1783088421629903701,62.495
1783088421634905251,62.491
1783088421639904705,62.483
1783088421644910149,62.488
1783088421649907876,62.501
1783088421654910105,62.476
1783088421659905683,62.511
1783088421664904654,62.508
1783088421669906313,62.488
1783088421674906270,62.510
1783088421679905664,62.492
1783088421684908227,62.496
1783088421689906358,62.501
1783088421694905622,62.484
1783088421699905377,62.507
1783088421704909274,62.464
1783088421709907957,62.512
1783088421714909883,62.507
1783088421719906721,62.481
1783088421724906431,62.480
1783088421729907533,62.504
1783088421734905607,62.490
1783088421739906544,62.487
1783088421744906955,62.493
1783088421749909176,62.483
1783088421754910723,62.488
1783088421759911821,62.480
1783088421764912247,62.519
1783088421769907673,62.492
1783088421774908063,62.508
1783088421779907575,62.487
1783088421784907547,62.497
1783088421789908691,62.493
1783088421794909917,62.485
1783088421799907847,62.499
1783088421804913238,62.490
1783088421809911352,62.505
1783088421814909263,62.502
1783088421819906945,62.498
1783088421824911546,62.495
1783088421829907748,62.510
1783088421834907962,62.501
1783088421839908744,62.494
1783088421844912867,62.501
1783088421849909545,62.481
1783088421854911963,62.487
1783088421859909933,62.489
1783088421864911455,62.499
1783088421869908965,62.500
1783088421874909630,62.482
1783088421879908634,62.495
1783088421884911343,62.484
1783088421889916848,62.477
1783088421894911202,62.505
1783088421899909409,62.492
1783088421904919518,62.468
1783088421909911823,62.517
1783088421914912761,62.485
1783088421919910333,62.506
1783088421924914867,62.489
1783088421929910295,62.481
1783088421934911559,62.485
1783088421939910765,62.493
1783088421944910795,62.497
1783088421949911213,62.483
1783088421954916175,62.475
1783088421959912036,62.504
1783088421964911707,62.508
1783088421969911309,62.474
1783088421974912319,62.491
1783088421979912253,62.498
1783088421984911733,62.472
1783088421989914261,62.479
1783088421994912738,62.511
1783088421999912157,62.513
1783088422004914073,62.468
1783088422009919685,62.453
1783088422014914503,62.541
1783088422019916637,62.491
1783088422024915271,62.493
1783088422029915041,62.476
1783088422034914339,62.509
1783088422039913561,62.472
1783088422044917769,62.500
1783088422049913717,62.497
1783088422054917598,62.495
1783088422059915217,62.502
1783088422064914041,62.493
1783088422069914869,62.485
1783088422074915777,62.486
1783088422079915077,62.499
1783088422084915623,62.469
1783088422089916981,62.508
1783088422094915543,62.508
1783088422099915273,62.486
1783088422104919273,62.488
1783088422109920949,62.511
1783088422114914647,62.513
1783088422119916505,62.494
1783088422124916835,62.515
1783088422129919855,62.499
1783088422134917987,62.487
1783088422139916681,62.498
1783088422144915369,62.499
1783088422149920113,62.479
1783088422154920565,62.477
1783088422159917891,62.516
1783088422164917139,62.499
1783088422169919381,62.497
1783088422174917883,62.471
1783088422179917923,62.486
1783088422184916467,62.494
1783088422189921297,62.497
1783088422194916883,62.502
1783088422199916182,62.495
1783088422204919343,62.492
1783088422209925249,62.472
1783088422214921941,62.483
1783088422219917612,62.523
1783088422224917857,62.501
1783088422229922575,62.514
1783088422234918933,62.489
1783088422239917546,62.518
1783088422244920815,62.506
1783088422249921380,62.483
1783088422254916735,62.498
1783088422259919783,62.483
1783088422264921027,62.459
1783088422269924659,62.493
1783088422274919831,62.502
1783088422279922733,62.495
1783088422284922173,62.476
1783088422289921346,62.514
1783088422294920127,62.493
1783088422299921521,62.493
1783088422304920763,62.505
1783088422309922240,62.465
1783088422314920854,62.500
1783088422320221774,62.495
1783088422324935907,62.476
1783088422329922737,62.500
1783088422334919678,62.502
1783088422339919957,62.486
1783088422344920043,62.482
1783088422349919413,62.498
1783088422354925535,62.476
1783088422359923385,62.496
1783088422364921167,62.483
1783088422369920509,62.505
1783088422374920959,62.491
1783088422379920849,62.491
1783088422384924288,62.516
1783088422389925515,62.495
1783088422394926924,62.504
1783088422399921577,62.496
1783088422404924931,62.478
1783088422409925049,62.473
1783088422414924275,62.484
1783088422419923199,62.509
1783088422424923691,62.496
1783088422429924165,62.456
1783088422434922683,62.515
1783088422439923346,62.496
1783088422444923315,62.497
1783088422449922053,62.499
1783088422454927251,62.477
1783088422459925193,62.512
1783088422464925115,62.505
1783088422469923441,62.497
1783088422474924447,62.488
1783088422479924577,62.499
1783088422484923279,62.513
1783088422489927877,62.471
1783088422494925615,62.497
1783088422499924069,62.506
1783088422504927823,62.490
1783088422509930243,62.510
1783088422514925641,62.506
1783088422519924172,62.505
1783088422524925207,62.508
1783088422529927365,62.491
1783088422534923719,62.487
1783088422539923253,62.496
1783088422544925171,62.473
1783088422549927501,62.502
1783088422554930191,62.477
1783088422559926803,62.498
1783088422564925751,62.512
1783088422569925839,62.480
1783088422574925210,62.505
1783088422579926317,62.497
1783088422584927373,62.461
1783088422589930817,62.502
1783088422594925891,62.498
1783088422599925769,62.486
1783088422604929164,62.501
1783088422609927493,62.497
1783088422614926511,62.495
1783088422619928137,62.490
1783088422624927279,62.480
1783088422629925861,62.501
1783088422634927819,62.486
1783088422639927751,62.498
1783088422644932799,62.491
1783088422649932861,62.494
1783088422654931067,62.471
1783088422659928583,62.500
1783088422664927959,62.489
1783088422669929439,62.468
1783088422674928871,62.495
1783088422679928889,62.498
1783088422684931455,62.487
1783088422689933738,62.458
1783088422694929387,62.510
1783088422699927929,62.494
1783088422704933307,62.485
1783088422709930269,62.490
1783088422714932315,62.509
1783088422719927957,62.510
1783088422724928987,62.498
1783088422729929949,62.485
1783088422734928713,62.505
1783088422739929091,62.492
1783088422744927803,62.501
1783088422749929089,62.484
1783088422754932435,62.490
1783088422759933453,62.493
1783088422764931315,62.496
1783088422769930619,62.499
1783088422774931351,62.488
1783088422779931675,62.500
1783088422784930641,62.484
1783088422789931709,62.510
1783088422794931087,62.512
1783088422799931465,62.508
1783088422804934359,62.475
1783088422809933345,62.501
1783088422814931651,62.518
1783088422819930498,62.484
1783088422824931338,62.507
1783088422829931470,62.488
1783088422834931563,62.489
1783088422839931789,62.480
1783088422844932747,62.492
1783088422849931335,62.515
1783088422854934695,62.490
1783088422859932625,62.495
1783088422864933023,62.499
1783088422869933399,62.499
1783088422874933165,62.472
1783088422879932470,62.499
1783088422884936019,62.487
1783088422889935185,62.481
1783088422894933623,62.508
1783088422899933567,62.491
1783088422904939095,62.449
1783088422909935438,62.524
1783088422914938631,62.511
1783088422919933173,62.482
1783088422924934887,62.510
1783088422929933790,62.483
1783088422934936233,62.508
1783088422939933525,62.498
1783088422944933639,62.487
1783088422949934373,62.509
1783088422954940123,62.487
1783088422959934451,62.499
1783088422964934300,62.499
1783088422969934953,62.496
1783088422974937307,62.509
1783088422979935429,62.500
1783088422984934847,62.483
1783088422989935999,62.498
1783088422994936979,62.512
1783088422999935307,62.475
1783088423004938035,62.478
1783088423009938831,62.492
1783088423014938721,62.491
1783088423019936841,62.496
1783088423024934858,62.518
1783088423029935849,62.485
1783088423034938472,62.492
1783088423039937061,62.487
1783088423044936311,62.480
1783088423049935535,62.484
1783088423054938035,62.486
1783088423059937829,62.506
1783088423064936647,62.512
1783088423069937605,62.485
1783088423074938697,62.485
1783088423079937490,62.489
1783088423084937441,62.499
1783088423089937973,62.495
1783088423094938487,62.518
1783088423099940953,62.449
1783088423104941359,62.539
1783088423109938589,62.488
1783088423114938395,62.506
1783088423119937718,62.492
1783088423124939172,62.506
1783088423129939074,62.470
1783088423134941003,62.494
1783088423139939513,62.477
1783088423144937855,62.514
1783088423149938467,62.503
1783088423154941620,62.485
1783088423159940253,62.493
1783088423164939991,62.507
1783088423169938717,62.492
1783088423174938605,62.484
1783088423179939335,62.488
1783088423184939415,62.503
1783088423189939686,62.487
1783088423194943059,62.476
1783088423199942342,62.502
1783088423204942803,62.481
1783088423209939644,62.497
1783088423214940596,62.483
1783088423219943893,62.497
1783088423224939887,62.478
1783088423229941655,62.492
1783088423234941319,62.503
1783088423239955775,62.445
1783088423244943792,62.562
1783088423249940142,62.484
1783088423254948973,62.487
1783088423259945061,62.497
1783088423264943003,62.488
1783088423269942369,62.498
1783088423274940657,62.498
1783088423279945769,62.488
1783088423284942967,62.501
1783088423289947265,62.495
1783088423295165745,62.432
1783088423299944547,62.567
1783088423304950115,62.484
1783088423309947493,62.500
1783088423314945287,62.483
1783088423319944334,62.488
1783088423324946275,62.500
1783088423329946383,62.496
1783088423334945221,62.491
1783088423339946371,62.486
1783088423344946787,62.509
1783088423349946207,62.504
1783088423354947880,62.478
1783088423359946969,62.489
1783088423364946980,62.518
1783088423369946045,62.498
1783088423374946495,62.464
1783088423379947061,62.497
1783088423384949547,62.494
1783088423389944841,62.493
1783088423394944755,62.484
1783088423399945237,62.491
1783088423404947400,62.484
1783088423409945242,62.510
1783088423414945909,62.495
1783088423419948609,62.498
1783088423424945831,62.497
1783088423429947841,62.493
1783088423434949053,62.482
1783088423439947473,62.484
1783088423444949088,62.482
1783088423449947621,62.501
1783088423454952327,62.480
1783088423459948683,62.515
1783088423464950449,62.466
1783088423469950332,62.486
1783088423474949067,62.476
1783088423479947865,62.488
1783088423484948811,62.499
1783088423489951077,62.474
1783088423494958219,62.409
1783088423499948717,62.569
1783088423504953787,62.472
1783088423509954563,62.482
1783088423514952109,62.526
1783088423519950339,62.498
1783088423524950587,62.501
1783088423529949729,62.480
1783088423534950443,62.509
1783088423539954191,54.117
1783088423544952469,7.760
1783088423549957729,7.756
1783088423554958035,7.757
1783088423559953021,7.753
1783088423564951131,7.759
1783088423569951447,7.757
1783088423574953135,7.755
1783088423579950755,7.754
1783088423584952771,7.754
1783088423589952765,7.758
1783088423594952471,7.758
1783088423599949417,7.755
1783088423604952025,7.754
1783088423609949873,7.761
1783088423614949027,7.752
1783088423619949521,7.757
1783088423624950461,7.756
1783088423629950021,7.758
1783088423634952671,7.753
1783088423639959609,7.304
1783088423644958584,3.876
1783088423649957753,3.876
1783088423654957919,3.877
1783088423659953505,3.868
1783088423664951636,3.877
1783088423669951149,3.876
1783088423674951883,3.876
1783088423679949930,3.866
1783088423684950007,3.875
1783088423689954973,3.871
1783088423694952637,3.879
1783088423699952502,3.877
1783088423704957300,3.873
1783088423709952760,3.868
1783088423714952341,3.877
1783088423719952021,3.876
1783088423724955635,3.873
1783088423730011196,3.876
1783088423734953381,3.868
1783088423739956073,4.154
1783088423744958279,7.761
1783088423749957855,7.751
1783088423754961015,7.758
1783088423759957491,7.758
1783088423764957619,7.757
1783088423769954749,7.752
1783088423774953012,7.757
1783088423779953115,7.757
1783088423784958135,7.745
1783088423789954761,7.768
1783088423794955891,7.756
1783088423799955213,7.752
1783088423804960953,7.756
1783088423809955821,7.759
1783088423814955703,7.758
1783088423819953545,7.754
1783088423824957235,7.759
1783088423829953761,7.756
1783088423835110480,7.676
1783088423839959889,7.741
1783088423844961247,3.874
1783088423849957117,3.879
1783088423854964175,3.872
1783088423859957965,3.871
1783088423864959083,3.874
1783088423869955189,3.880
1783088423874955795,3.877
1783088423879954329,3.868
1783088423884962313,3.880
1783088423889958381,3.870
1783088423894958247,3.875
1783088423899958827,3.875
1783088423904964655,3.871
1783088423909958863,3.880
1783088423914956043,3.874
1783088423919957319,3.867
1783088423924960811,3.883
1783088423929957157,3.869
1783088423934956307,3.878
1783088423939961019,3.873
1783088423944961584,7.726
1783088423949959375,7.759
1783088423954966887,7.755
1783088423959960041,7.754
1783088423964960921,7.756
1783088423969958433,7.761
1783088423974957849,7.752
1783088423979958325,7.757
1783088423984963643,7.756
1783088423989958089,7.759
1783088423994959363,7.756
1783088423999959507,7.750
1783088424004962011,7.761
1783088424009964789,7.753
1783088424014959801,7.758
1783088424019960333,7.757
1783088424024959357,7.752
1783088424029962045,7.760
1783088424034958703,7.756
1783088424039964646,7.755
1783088424044964131,4.070
1783088424049962302,3.877
1783088424054969251,3.872
1783088424059963901,3.879
1783088424064960947,3.867
1783088424069960197,3.876
1783088424074959912,3.876
1783088424079960189,3.879
1783088424084960023,3.875
1783088424089960337,3.872
1783088424094963411,3.876
1783088424099961657,3.868
1783088424104965403,3.872
1783088424109967101,3.876
1783088424114961361,3.882
1783088424119961097,3.867
1783088424124960647,3.877
1783088424129963229,3.875
1783088424134962966,3.877
1783088424139966001,3.873
1783088424144966095,7.383
1783088424149966741,7.757
1783088424154969775,7.760
1783088424159964221,7.752
1783088424164963061,7.759
1783088424169965927,7.758
1783088424174962895,7.757
1783088424179962688,7.751
1783088424184965006,7.761
1783088424189966233,7.756
1783088424194964169,7.754
1783088424199963061,7.752
1783088424204966047,7.760
1783088424209967893,7.755
1783088424214963576,7.757
1783088424219963061,7.758
1783088424224964091,7.756
1783088424229966369,7.754
1783088424234964759,7.753
1783088424239967161,7.754
1783088424244965389,4.410
1783088424249964175,3.873
1783088424254973805,3.882
1783088424259967433,3.870
1783088424264969139,3.874
1783088424269966577,3.877
1783088424274964390,3.875
1783088424279965701,3.867
1783088424284965315,3.876
1783088424289981718,3.875
1783088424295565347,3.880
1783088424299966205,3.874
1783088424304969839,3.873
1783088424309970656,3.866
1783088424314965559,3.881
1783088424319965469,3.875
1783088424324965347,3.875
1783088424329972085,3.870
1783088424334964919,3.870
1783088424339972724,3.880
1783088424344969999,7.055
1783088424349967349,7.755
1783088424354974734,7.753
1783088424359969183,7.759
1783088424364966167,7.755
1783088424369971177,7.757
1783088424374967897,7.756
1783088424379967913,7.758
1783088424384970719,7.753
1783088424389973365,7.753
1783088424394968829,7.758
1783088424399967547,7.760
1783088424404972398,7.750
1783088424409969653,7.762
1783088424414967894,7.753
1783088424419967677,7.758
1783088424424967671,7.758
1783088424429968589,7.756
1783088424434968099,7.751
1783088424439972980,7.757
1783088424444973923,4.761
1783088424449972261,3.878
1783088424454978185,3.872
1783088424459972181,3.871
1783088424464969154,3.878
1783088424469972367,3.873
1783088424474969511,3.878
1783088424479969868,3.875
1783088424484969440,3.876
1783088424489972337,3.864
1783088424494971188,3.876
1783088424499970020,3.876
1783088424504976767,3.870
1783088424509977089,3.877
1783088424514971781,3.879
1783088424519970809,3.876
1783088424524971003,3.865
1783088424529972022,3.875
1783088424534970402,3.877
1783088424539975189,3.882
1783088424544977554,6.731
1783088424549976540,7.759
1783088424554980892,7.758
1783088424559975145,7.754
1783088424564973427,7.759
1783088424569972332,7.752
1783088424574973695,7.761
1783088424579978144,7.752
1783088424584972459,7.759
1783088424589973091,7.750
1783088424594974283,7.756
1783088424599973737,7.758
1783088424604975303,7.755
1783088424609974636,7.759
1783088424614974714,7.757
1783088424619973106,7.753
1783088424624972270,7.759
1783088424629973185,7.756
1783088424634975862,7.753
1783088424639975633,7.758
1783088424644983378,5.123
1783088424649977421,3.871
1783088424654983519,3.872
1783088424659976792,3.870
1783088424664975775,3.876
1783088424669973517,3.879
1783088424674973610,3.875
1783088424679975249,3.874
1783088424684974253,3.876
1783088424689975333,3.866
1783088424694976431,3.874
1783088424699976601,3.875
1783088424704980679,3.883
1783088424709979801,3.866
1783088424714974874,3.876
1783088424719976013,3.871
1783088424724975243,3.878
1783088424729976124,3.876
1783088424734976175,3.875
1783088424739975677,3.876
1783088424744982162,6.324
1783088424749979065,7.762
1783088424754983934,7.750
1783088424759981628,7.754
1783088424764977006,7.758
1783088424769980665,7.759
1783088424774977666,7.755
1783088424779976593,7.759
1783088424784976579,7.751
1783088424789975998,7.758
1783088424794978402,7.754
1783088424799977989,7.758
1783088424804981174,7.753
1783088424809979261,7.761
1783088424814977634,7.753
1783088424819977027,7.759
1783088424824977551,7.757
1783088424829977585,7.758
1783088424834977431,7.751
1783088424839976820,7.759
1783088424844984774,5.439
1783088424849980293,3.870
1783088424854985003,3.872
1783088424859981345,3.878
1783088424864979615,3.871
1783088424869980357,3.870
1783088424874979435,3.876
1783088424879979709,3.875
1783088424884981640,3.874
1783088424889980071,3.877
1783088424894996448,3.873
1783088424899981772,3.876
1783088424904985059,3.873
1783088424909993481,3.881
1783088424914989379,3.868
1783088424919979413,3.873
1783088424924980226,3.875
1783088424929980669,3.877
1783088424934979260,3.876
1783088424939979853,3.875
1783088424944986142,5.856
1783088424949982300,7.757
1783088424954989294,7.754
1783088424959983352,7.760
1783088424964981261,7.754
1783088424969981413,7.757
1783088424974980226,7.759
1783088424979983289,7.753
1783088424984981231,7.754
1783088424989980273,7.759
1783088424994982131,7.755
1783088424999983100,7.756
1783088425004985851,7.753
1783088425009986336,7.757
1783088425014984641,7.760
1783088425019981968,7.755
1783088425024983226,7.756
1783088425029982249,7.759
1783088425034985575,7.752
1783088425039982816,7.755
1783088425044988963,5.925
1783088425049984547,3.880
1783088425054993790,3.868
1783088425059985412,3.882
1783088425064984780,3.865
1783088425069983388,3.878
1783088425074987286,3.874
1783088425079983728,3.880
1783088425084983766,3.865
1783088425089983429,3.876
1783088425094988671,3.882
1783088425099983596,3.869
1783088425104989058,3.871
1783088425109986052,3.879
1783088425114987228,3.876
1783088425119984138,3.867
1783088425124983944,3.877
1783088425129985375,3.874
1783088425134989306,3.872
1783088425139985384,3.878
1783088425144990070,5.484
1783088425149987880,7.761
1783088425154991507,7.752
1783088425159986861,7.754
1783088425164985526,7.763
1783088425169985383,7.751
1783088425174985862,7.757
1783088425179986722,7.756
1783088425184986167,7.758
1783088425189985560,7.752
