ts_ns,gbps
1783088385024066049,7.754
1783088385029066790,7.756
1783088385034069481,7.753
1783088385039066132,7.758
1783088385044066064,7.756
1783088385049068301,7.754
1783088385054074908,7.754
1783088385059068531,7.761
1783088385064068573,7.758
1783088385069068767,7.750
1783088385074067877,7.759
1783088385079068083,7.757
1783088385084066665,7.760
1783088385089071059,7.751
1783088385094067658,7.756
1783088385099067147,7.758
1783088385104071478,7.758
1783088385109070351,7.752
1783088385114071445,7.756
1783088385119071483,7.758
1783088385124068245,7.756
1783088385129068643,7.757
1783088385134073126,7.751
1783088385139070728,7.761
1783088385144069218,7.753
1783088385149069195,7.758
1783088385154075860,7.754
1783088385159069764,7.760
1783088385164070291,7.757
1783088385169068933,7.753
1783088385174072613,7.759
1783088385179069969,7.755
1783088385184071518,7.755
1783088385189070845,7.759
1783088385194074951,7.758
1783088385199071218,7.750
1783088385204073039,7.762
1783088385209069785,7.756
1783088385214072936,7.753
1783088385219070183,7.755
1783088385224072036,7.762
1783088385229072113,7.751
1783088385234075610,7.759
1783088385239071194,7.757
1783088385244072884,7.755
1783088385249074584,7.755
1783088385254078196,7.752
1783088385259358197,7.759
1783088385264073920,7.755
1783088385269073294,7.759
1783088385274075320,7.754
1783088385279072794,7.755
1783088385284072673,7.758
1783088385289071847,7.759
1783088385294074434,7.754
1783088385299073025,7.753
1783088385304078143,7.757
1783088385309076450,7.753
1783088385314075005,7.760
1783088385319075279,7.757
1783088385324074229,7.756
1783088385329074393,7.754
1783088385334074761,7.757
1783088385339073331,7.760
1783088385344072866,7.758
1783088385349075051,7.754
1783088385354078173,7.753
1783088385359078771,7.757
1783088385364074610,7.757
1783088385369074320,7.758
1783088385374078066,7.752
1783088385379075772,7.754
1783088385384078742,7.760
1783088385389075696,7.755
1783088385394079254,7.759
1783088385399076461,7.755
1783088385404078710,7.754
1783088385409075932,7.755
1783088385414076114,7.757
1783088385419075506,7.759
1783088385424075217,7.751
1783088385429075553,7.757
1783088385434075293,7.758
1783088385439075629,7.757
1783088385444078223,7.754
1783088385449076793,7.760
1783088385454078786,7.754
1783088385459078077,7.752
1783088385464075849,7.761
1783088385469077169,7.756
1783088385474076072,7.752
1783088385479075518,7.758
1783088385484075976,7.757
1783088385489076534,7.757
1783088385494076645,7.757
1783088385499076134,7.751
1783088385504080824,7.757
1783088385509081754,7.756
1783088385514077976,7.757
1783088385519078410,7.757
1783088385524078404,7.758
1783088385529078377,7.751
1783088385534082037,7.759
1783088385539079786,7.754
1783088385544077031,7.762
1783088385549078307,7.756
1783088385554081353,7.753
1783088385559078471,7.755
1783088385564079441,7.756
1783088385569078103,7.760
1783088385574078994,7.754
1783088385579078852,7.753
1783088385584078521,7.758
1783088385589078672,7.757
1783088385594080520,7.755
1783088385599080228,7.758
1783088385604082461,7.754
1783088385609079892,7.755
1783088385614079974,7.757
1783088385619079960,7.758
1783088385624078388,7.753
1783088385629080880,7.761
1783088385634081599,7.756
1783088385639080317,7.753
1783088385644085942,7.756
1783088385649083831,7.761
1783088385654084487,7.750
1783088385659086321,7.755
1783088385664079565,7.761
1783088385669080953,7.755
1783088385674080080,7.759
1783088385679083605,7.752
1783088385684080376,7.756
1783088385689080605,7.757
1783088385694083223,7.760
1783088385699081012,7.754
1783088385704086010,7.752
1783088385709083841,7.759
1783088385714087275,7.745
1783088385719081958,7.766
1783088385724082368,7.757
1783088385729081960,7.758
1783088385734081656,7.751
1783088385739080890,7.759
1783088385744085134,7.758
1783088385749083233,7.754
1783088385754086376,7.753
1783088385759086336,7.758
1783088385764083367,7.755
1783088385769083493,7.757
1783088385774083163,7.758
1783088385779085327,7.754
1783088385784083153,7.754
1783088385789084131,7.756
1783088385794083908,7.758
1783088385799084503,7.757
1783088385804087529,7.753
1783088385809085683,7.760
1783088385814085086,7.758
1783088385819085455,7.750
1783088385824084606,7.759
1783088385829084215,7.758
1783088385834083669,7.751
1783088385839083920,7.757
1783088385844087630,7.759
1783088385849085142,7.754
1783088385854089458,7.751
1783088385859081569,7.756
1783088385864071159,7.767
1783088385869070971,7.758
1783088385874071512,7.757
1783088385879077892,7.755
1783088385884076799,7.752
1783088385889076104,7.759
1783088385894079600,7.752
1783088385899083807,7.758
1783088385904090803,7.747
1783088385909088221,7.762
1783088385914087197,7.759
1783088385919091285,7.751
1783088385924086273,7.758
1783088385929086790,7.757
1783088385934086171,7.752
1783088385939088998,7.760
1783088385944087338,7.753
1783088385949088302,7.756
1783088385954091540,7.753
1783088385959091262,7.758
1783088385964089578,7.760
1783088385969089456,7.758
1783088385974087876,7.753
1783088385979091006,7.754
1783088385984087388,7.755
1783088385989087143,7.758
1783088385994087672,7.757
1783088385999091457,7.759
1783088386004091344,7.751
1783088386009092179,7.756
1783088386014090401,7.760
1783088386019092502,7.754
1783088386024089382,7.755
1783088386029088515,7.759
1783088386034088983,7.757
1783088386039091843,7.753
1783088386044087941,7.757
1783088386049091259,7.752
1783088386054093529,7.761
1783088386059094743,7.756
1783088386064089265,7.752
1783088386069089764,7.757
1783088386074090370,7.757
1783088386079092960,7.754
1783088386084088492,7.758
1783088386089090521,7.761
1783088386094089279,7.753
1783088386099092948,7.759
1783088386104094778,7.755
1783088386109093460,7.753
1783088386114094166,7.756
1783088386119097217,7.760
1783088386124093122,7.750
1783088386129089707,7.763
1783088386134094765,7.750
1783088386139091901,7.757
1783088386144091791,7.756
1783088386149092379,7.757
1783088386154099439,7.754
1783088386159095081,7.764
1783088386164092203,7.755
1783088386169092019,7.751
1783088386174091879,7.758
1783088386179095607,7.759
1783088386184091059,7.758
1783088386189091933,7.756
1783088386194101644,7.756
1783088386199096242,7.752
1783088386204091646,7.758
1783088386209094356,7.753
1783088386214092329,7.754
1783088386219095442,7.760
1783088386224092845,7.755
1783088386229095194,7.754
1783088386234095856,7.757
1783088386239093387,7.761
1783088386244095191,7.755
1783088386249095539,7.750
1783088386254096972,7.762
1783088386259303127,7.756
1783088386264111001,7.751
1783088386269096068,7.760
1783088386274095452,7.753
1783088386279097348,7.760
1783088386284095347,7.754
1783088386289093715,7.760
1783088386294093652,7.751
1783088386299098311,7.757
1783088386304098405,7.757
1783088386309097086,7.753
1783088386314096284,7.759
1783088386319097827,7.755
1783088386324095286,7.755
1783088386329096642,7.755
1783088386334098109,7.755
1783088386339101092,7.760
1783088386344097474,7.756
1783088386349097392,7.758
1783088386354101170,7.752
1783088386359101121,7.758
1783088386364097210,7.757
1783088386369096795,7.758
1783088386374097682,7.756
1783088386379099979,7.754
1783088386384098943,7.752
1783088386389097333,7.760
1783088386394098499,7.756
1783088386399097313,7.752
1783088386404099776,7.761
1783088386409098040,7.753
1783088386414100032,7.754
1783088386419101802,7.762
1783088386424098323,7.756
1783088386429097585,7.752
1783088386434097439,7.758
1783088386439097546,7.757
1783088386444097392,7.754
1783088386449100150,7.757
1783088386454102152,7.754
1783088386459104490,7.754
1783088386464098604,7.760
1783088386469099103,7.757
1783088386474098521,7.752
1783088386479100133,7.760
1783088386484099065,7.754
1783088386489099299,7.757
1783088386494100473,7.756
1783088386499102618,7.754
1783088386504103997,7.755
1783088386509103961,7.758
1783088386514101485,7.754
1783088386519103971,7.761
1783088386524100705,7.756
1783088386529100243,7.751
1783088386534103954,7.759
1783088386539099899,7.757
1783088386544102921,7.753
1783088386549101076,7.760
1783088386554104250,7.753
1783088386559102892,7.760
1783088386564104606,7.755
1783088386569101619,7.755
1783088386574101184,7.758
1783088386579101789,7.757
1783088386584100642,7.752
1783088386589101260,7.757
1783088386594102769,7.755
1783088386599101387,7.760
1783088386604104283,7.753
1783088386609102932,7.753
1783088386614103107,7.757
1783088386619102527,7.758
1783088386624102555,7.758
1783088386629105053,7.754
1783088386634105003,7.758
1783088386639102030,7.755
1783088386644108064,7.755
1783088386649105617,7.754
1783088386654109015,7.759
1783088386659108302,7.752
1783088386664104155,7.757
1783088386669104454,7.757
1783088386674104784,7.757
1783088386679102526,7.756
1783088386684103102,7.755
1783088386689103774,7.757
1783088386694103300,7.758
1783088386699108594,7.756
1783088386704109260,7.750
1783088386709106183,7.762
1783088386714105165,7.752
1783088386719109099,7.758
1783088386724108552,7.758
1783088386729104106,7.758
1783088386734104488,7.750
1783088386739108553,7.758
1783088386744104673,7.757
1783088386749106731,7.754
1783088386754109093,7.754
1783088386759109355,7.757
1783088386764108686,7.759
1783088386769108031,7.752
1783088386774106986,7.759
1783088386779104900,7.754
1783088386784105981,7.756
1783088386789105992,7.758
1783088386794106238,7.757
1783088386799105500,7.759
1783088386804111398,7.748
1783088386809108876,7.761
1783088386814108823,7.758
1783088386819108168,7.752
1783088386824106975,7.759
1783088386829107661,7.757
1783088386834107899,7.757
1783088386839109121,7.756
1783088386844107359,7.753
1783088386849108225,7.756
1783088386854111143,7.753
1783088386859111897,7.763
1783088386864107775,7.750
1783088386869109189,7.755
1783088386874106989,7.761
1783088386879107433,7.757
1783088386884111879,7.751
1783088386889110490,7.760
1783088386894108787,7.753
1783088386899108681,7.758
1783088386904113608,7.757
1783088386909111550,7.754
1783088386914109192,7.761
1783088386919108686,7.751
1783088386924109268,7.757
1783088386929108995,7.758
1783088386934110172,7.756
1783088386939108862,7.753
1783088386944109140,7.757
1783088386949110347,7.756
1783088386954114892,7.757
1783088386959112578,7.754
1783088386964110035,7.756
1783088386969111585,7.760
1783088386974110283,7.753
1783088386979111039,7.756
1783088386984110194,7.759
1783088386989111032,7.756
1783088386994110705,7.751
1783088386999112527,7.755
1783088387004113701,7.756
1783088387009115337,7.755
1783088387014112226,7.762
1783088387019112931,7.756
1783088387024114490,7.755
1783088387029111976,7.755
1783088387034111440,7.758
1783088387039111344,7.753
1783088387044110902,7.757
1783088387049112824,7.755
1783088387054116409,7.759
1783088387059115592,7.752
1783088387064112982,7.755
1783088387069112594,7.758
1783088387074112207,7.758
1783088387079111376,7.759
1783088387084112930,7.755
1783088387089116239,7.752
1783088387094112050,7.757
1783088387099113005,7.756
1783088387104117059,7.758
1783088387109115181,7.754
1783088387114113923,7.760
1783088387119114517,7.750
1783088387124113011,7.760
1783088387129114803,7.755
1783088387134117160,7.754
1783088387139114953,7.761
1783088387144114927,7.751
1783088387149115402,7.757
1783088387154121767,7.755
1783088387159118609,7.762
1783088387164117472,7.752
1783088387169117341,7.758
1783088387174117381,7.758
1783088387179118166,7.756
1783088387184115845,7.754
1783088387189115119,7.759
1783088387194115164,7.751
1783088387199116197,7.756
1783088387204115724,7.758
1783088387209120078,7.751
1783088387214116961,7.762
1783088387219116062,7.759
1783088387224118117,7.754
1783088387229116699,7.753
1783088387234116218,7.758
1783088387239117599,7.755
1783088387244119999,7.747
1783088387249117787,7.768
1783088387254119950,7.749
1783088387259120052,7.756
1783088387264120952,7.763
1783088387269119192,7.753
1783088387274120686,7.755
1783088387279131993,7.754
1783088387284120364,7.762
1783088387289178451,7.751
1783088387294117662,7.762
1783088387299118332,7.750
1783088387304126358,7.759
1783088387309120084,7.753
1783088387314118352,7.760
1783088387319117237,7.759
1783088387324122943,7.749
1783088387329118061,7.758
1783088387334118678,7.757
1783088387339119473,7.756
1783088387344127609,7.745
1783088387349120433,7.769
1783088387354123187,7.753
1783088387359120643,7.755
1783088387364128001,7.753
1783088387369123210,7.758
1783088387374119859,7.763
1783088387379120017,7.750
1783088387384126235,7.755
1783088387389120598,7.759
1783088387394121216,7.757
1783088387399121258,7.758
1783088387404128107,7.754
1783088387409123366,7.755
1783088387414121062,7.758
1783088387419121954,7.756
1783088387424124058,7.754
1783088387429120718,7.756
1783088387434122352,7.755
1783088387439121507,7.759
1783088387444122492,7.756
1783088387449123679,7.756
1783088387454125161,7.755
1783088387459123277,7.754
1783088387464126148,7.760
1783088387469122519,7.756
1783088387474123679,7.756
1783088387479122111,7.753
1783088387484122387,7.757
1783088387489126659,7.751
1783088387494122413,7.764
1783088387499122371,7.758
1783088387504127302,7.750
1783088387509126980,7.758
1783088387514124609,7.754
1783088387519124020,7.758
1783088387524122962,7.759
1783088387529123928,7.749
1783088387534126708,7.760
1783088387539123899,7.755
1783088387544122983,7.759
1783088387549125536,7.754
1783088387554127401,7.755
1783088387559125653,7.760
1783088387564126406,7.749
1783088387569124762,7.760
1783088387574125079,7.757
1783088387579124865,7.758
1783088387584124009,7.752
1783088387589123680,7.758
1783088387594124520,7.756
1783088387599125293,7.756
1783088387604131247,7.755
1783088387609125387,7.753
1783088387614125176,7.758
1783088387619124734,7.758
1783088387624127474,7.753
1783088387629124405,7.755
1783088387634127870,7.759
1783088387639126654,7.753
1783088387644134195,7.760
1783088387649128670,7.752
1783088387654129784,7.756
1783088387659127528,7.761
1783088387664129576,7.754
1783088387669127644,7.754
1783088387674126532,7.759
1783088387679124760,7.753
1783088387684129798,7.757
1783088387689125683,7.757
1783088387694126805,7.756
1783088387699130238,7.752
1783088387704132205,7.755
1783088387709129051,7.762
1783088387714129132,7.751
1783088387719127267,7.760
1783088387724126749,7.758
1783088387729128127,7.755
1783088387734129139,7.749
1783088387739128143,7.759
1783088387744138957,7.755
1783088387749129093,7.759
1783088387754133423,7.758
1783088387759131684,7.753
1783088387764133093,7.755
1783088387769129823,7.756
1783088387774128850,7.759
1783088387779128812,7.758
1783088387784131478,7.753
1783088387789129244,7.754
1783088387794128782,7.758
1783088387799129261,7.757
1783088387804131752,7.754
1783088387809130544,7.759
1783088387814130261,7.751
1783088387819129257,7.756
1783088387824130666,7.759
1783088387829132197,7.755
1783088387834130691,7.756
1783088387839130505,7.754
1783088387844130151,7.758
1783088387849131509,7.755
1783088387854133542,7.754
1783088387859133283,7.758
1783088387864136849,7.757
1783088387869132049,7.753
1783088387874131067,7.759
1783088387879131363,7.757
1783088387884136428,7.750
1783088387889135541,7.759
1783088387894131343,7.757
1783088387899132508,7.756
1783088387904137912,7.756
1783088387909133614,7.757
1783088387914133316,7.758
1783088387919132216,7.752
1783088387924134700,7.761
1783088387929132646,7.754
1783088387934132740,7.757
1783088387939132262,7.751
1783088387944135464,7.760
1783088387949134502,7.752
1783088387954136625,7.754
1783088387959135259,7.760
1783088387964133416,7.754
1783088387969133575,7.757
1783088387974135105,7.755
1783088387979137192,7.761
1783088387984138293,7.756
1783088387989136519,7.753
1783088387994137165,7.757
1783088387999137683,7.757
1783088388004139146,7.755
1783088388009141948,7.753
1783088388014141122,7.759
1783088388019138660,7.754
1783088388024137106,7.760
1783088388029138024,7.756
1783088388034144718,7.754
1783088388039138520,7.753
1783088388044138772,7.757
1783088388049138700,7.758
1783088388054142118,7.752
1783088388059141580,7.758
1783088388064139023,7.755
1783088388069139281,7.757
1783088388074140286,7.756
1783088388079139632,7.759
1783088388084138606,7.752
1783088388089139304,7.756
1783088388094139743,7.757
1783088388099138989,7.759
1783088388104143591,7.750
1783088388109142097,7.760
1783088388114141859,7.758
1783088388119141031,7.752
1783088388124139547,7.760
1783088388129140958,7.755
1783088388134138818,7.754
1783088388139138270,7.758
1783088388144140342,7.754
1783088388149137521,7.755
1783088388154142308,7.757
1783088388159138176,7.757
1783088388164142200,7.758
1783088388169141898,7.751
1783088388174138563,7.756
1783088388179136922,7.760
1783088388184140752,7.753
1783088388189138551,7.759
1783088388194139264,7.756
1783088388199139215,7.751
1783088388204142300,7.753
1783088388209139295,7.762
1783088388214141641,7.754
1783088388219139118,7.755
1783088388224141431,7.754
1783088388229140071,7.760
1783088388234140129,7.757
1783088388239140559,7.757
1783088388244140685,7.757
1783088388249141152,7.757
1783088388254143453,7.754
1783088388259141864,7.753
1783088388264141428,7.755
1783088388269142860,7.759
1783088388274141504,7.760
1783088388279141900,7.752
1783088388284143234,7.761
1783088388289144820,7.755
1783088388294141490,7.756
1783088388299139984,7.753
1783088388304148270,7.759
1783088388309142191,7.753
1783088388314142674,7.757
1783088388319142034,7.759
1783088388324142032,7.752
1783088388329142413,7.755
1783088388334143475,7.756
1783088388339143745,7.757
1783088388344142490,7.760
1783088388349141995,7.758
1783088388354146879,7.750
1783088388359144521,7.761
1783088388364142543,7.754
1783088388369144927,7.754
1783088388374141726,7.756
1783088388379142869,7.756
1783088388384151347,7.758
1783088388389147425,7.757
1783088388394145498,7.754
1783088388399143238,7.761
1783088388404150174,7.754
1783088388409144838,7.752
1783088388414131060,7.765
1783088388419129378,7.760
1783088388424135429,7.748
1783088388429132131,7.763
1783088388434135898,7.752
1783088388439137094,7.756
1783088388444146546,7.750
1783088388449143611,7.755
1783088388454147224,7.759
1783088388459144627,7.755
1783088388464148297,7.759
1783088388469146723,7.753
1783088388474145047,7.760
1783088388479144823,7.751
1783088388484144113,7.759
1783088388489145395,7.756
1783088388494145998,7.757
1783088388499146139,7.757
1783088388504149243,7.753
1783088388509150663,7.755
1783088388514147670,7.755
1783088388519146718,7.759
1783088388524145701,7.752
1783088388529147584,7.762
1783088388534146278,7.753
1783088388539146322,7.757
1783088388544149606,7.759
1783088388549146164,7.751
1783088388554151475,7.755
1783088388559148820,7.762
1783088388564147802,7.752
1783088388569148211,7.757
1783088388574148035,7.758
1783088388579148445,7.757
1783088388584147172,7.753
1783088388589147577,7.757
1783088388594147791,7.757
1783088388599148725,7.756
1783088388604151099,7.754
1783088388609150077,7.752
1783088388614148507,7.760
1783088388619149897,7.755
1783088388624148575,7.760
1783088388629148897,7.750
1783088388634151920,7.760
1783088388639150138,7.753
1783088388644156055,7.755
1783088388649151802,7.757
1783088388654155451,7.759
1783088388659152889,7.755
1783088388664150772,7.754
1783088388669150922,7.757
1783088388674150790,7.758
1783088388679148783,7.754
1783088388684153608,7.757
1783088388689149378,7.757
1783088388694150636,7.756
1783088388699153039,7.754
1783088388704155657,7.754
1783088388709151719,7.757
1783088388714151893,7.757
1783088388719152841,7.756
1783088388724151925,7.759
1783088388729151389,7.758
1783088388734151181,7.751
1783088388739151365,7.757
1783088388744154129,7.760
1783088388749152303,7.753
1783088388754156593,7.751
1783088388759155847,7.759
1783088388764153761,7.754
1783088388769153923,7.757
1783088388774154450,7.757
1783088388779153249,7.759
1783088388784153290,7.756
1783088388789152759,7.753
1783088388794153262,7.757
1783088388799152056,7.759
1783088388804157458,7.749
1783088388809158433,7.756
1783088388814153810,7.758
1783088388819152689,7.759
1783088388824153846,7.756
1783088388829153853,7.758
1783088388834154391,7.750
1783088388839154776,7.757
1783088388844153374,7.760
1783088388849153563,7.757
1783088388854156595,7.753
1783088388859157381,7.756
1783088388864155055,7.754
1783088388869155309,7.757
1783088388874156101,7.756
1783088388879155053,7.752
1783088388884156848,7.762
1783088388889156102,7.752
1783088388894156586,7.757
1783088388899154553,7.754
1783088388904160344,7.756
1783088388909158473,7.760
1783088388914157480,7.752
1783088388919155786,7.760
1783088388924156368,7.757
1783088388929155178,7.752
1783088388934156830,7.755
1783088388939157358,7.757
1783088388944158567,7.756
1783088388949155714,7.762
1783088388954160012,7.751
1783088388959158386,7.760
1783088388964160021,7.750
1783088388969160077,7.756
1783088388974163481,7.752
1783088388979157483,7.767
1783088388984155833,7.753
1783088388989156823,7.756
1783088388994156741,7.758
1783088388999156259,7.758
1783088389004160533,7.751
1783088389009163487,7.753
1783088389014157909,7.759
1783088389019158198,7.757
1783088389024158163,7.758
1783088389029159567,7.755
1783088389034158152,7.753
1783088389039157958,7.758
1783088389044157118,7.759
1783088389049157426,7.750
1783088389054161854,7.758
1783088389059160765,7.759
1783088389064160134,7.752
1783088389069159312,7.759
1783088389074159802,7.757
1783088389079158904,7.752
1783088389084158351,7.758
1783088389089159680,7.756
1783088389094160783,7.756
1783088389099160047,7.759
1783088389104163545,7.752
1783088389109161649,7.761
1783088389114160264,7.753
1783088389119165069,7.750
1783088389124160387,7.765
1783088389129161353,7.756
1783088389134163088,7.755
1783088389139162250,7.759
1783088389144161188,7.752
1783088389149160066,7.759
1783088389154164824,7.750
1783088389159167630,7.760
1783088389164160755,7.754
1783088389169161580,7.756
1783088389174160851,7.759
1783088389179161064,7.757
1783088389184160908,7.751
1783088389189160906,7.758
1783088389194163396,7.754
1783088389199160888,7.761
1783088389204161960,7.756
1783088389209163165,7.749
1783088389214162709,7.758
1783088389219161570,7.759
1783088389224168839,7.753
1783088389229167250,7.760
1783088389234164375,7.755
1783088389239164043,7.751
1783088389244164271,7.757
1783088389249165675,7.755
1783088389254166287,7.757
1783088389259165524,7.759
1783088389264175489,7.756
1783088389269168451,7.755
1783088389274164373,7.757
1783088389279162911,7.753
1783088389284163462,7.757
1783088389289166036,7.760
1783088389294164885,7.752
1783088389299163856,7.759
1783088389304168768,7.750
1783088389309166524,7.761
1783088389314165137,7.753
1783088389319165297,7.757
1783088389324163635,7.760
1783088389329164478,7.749
1783088389334163991,7.758
1783088389339165673,7.755
1783088389344169807,7.758
1783088389349164785,7.758
1783088389354170762,7.748
1783088389359167545,7.763
1783088389364165379,7.754
1783088389369166111,7.756
1783088389374165281,7.759
1783088389379165397,7.750
1783088389384170105,7.757
1783088389389167190,7.755
1783088389394166207,7.759
1783088389399165241,7.759
1783088389404171332,7.753
1783088389409174827,7.754
1783088389414171624,7.756
1783088389419169206,7.754
1783088389424166044,7.762
1783088389429169874,7.752
1783088389434166728,7.756
1783088389439165901,7.759
1783088389444166842,7.756
1783088389449170186,7.759
1783088389454172278,7.754
1783088389459170290,7.754
1783088389464168145,7.759
1783088389469171259,7.754
1783088389474168276,7.755
1783088389479168334,7.757
1783088389484167688,7.752
1783088389489170355,7.760
1783088389494168329,7.754
1783088389499167446,7.759
1783088389504172777,7.756
1783088389509176487,7.752
1783088389514169135,7.762
1783088389519170279,7.749
1783088389524170003,7.758
1783088389529169055,7.759
1783088389534173967,7.757
1783088389539169867,7.757
1783088389544169349,7.751
1783088389549169359,7.758
1783088389554173274,7.751
1783088389559173072,7.758
1783088389564171830,7.759
1783088389569176675,7.757
1783088389574169339,7.755
1783088389579170868,7.755
1783088389584169866,7.759
1783088389589173453,7.752
1783088389594170486,7.755
1783088389599170608,7.757
1783088389604171973,7.755
1783088389609174033,7.754
1783088389614172699,7.760
1783088389619170516,7.754
1783088389624170978,7.757
1783088389629170637,7.758
1783088389634173315,7.753
1783088389639173692,7.757
1783088389644177635,7.751
1783088389649177203,7.758
1783088389654178588,7.755
1783088389659175597,7.755
1783088389664173271,7.761
1783088389669174795,7.755
1783088389674172353,7.754
1783088389679172086,7.758
1783088389684170935,7.759
1783088389689171890,7.749
1783088389694172491,7.757
1783088389699174896,7.754
1783088389704178076,7.760
1783088389709174814,7.756
1783088389714173888,7.759
1783088389719173398,7.751
1783088389724172316,7.759
1783088389729172565,7.757
1783088389734173748,7.756
1783088389739173454,7.751
1783088389744173288,7.758
1783088389749173339,7.757
1783088389754177713,7.758
1783088389759177943,7.752
1783088389764177541,7.756
1783088389769175487,7.754
1783088389774174705,7.759
1783088389779175965,7.756
1783088389784174798,7.759
1783088389789174451,7.753
1783088389794174774,7.755
1783088389799174752,7.758
1783088389804179081,7.758
1783088389809184868,7.756
1783088389814175812,7.758
1783088389819176212,7.750
1783088389824177161,7.763
1783088389829177432,7.750
1783088389834175584,7.760
1783088389839175708,7.757
1783088389844174606,7.752
1783088389849174952,7.757
1783088389854178866,7.752
1783088389859179042,7.757
1783088389864176826,7.761
1783088389869180809,7.751
1783088389874179009,7.760
1783088389879176509,7.755
1783088389884180211,7.752
1783088389889183625,7.759
1783088389894179041,7.758
1783088389899177301,7.753
1783088389904182530,7.756
1783088389909183310,7.756
1783088389914179033,7.757
1783088389919177873,7.752
1783088389924177149,7.759
1783088389929179626,7.761
1783088389934178284,7.753
1783088389939177037,7.754
1783088389944178875,7.760
1783088389949177893,7.752
1783088389954183027,7.757
1783088389959182896,7.751
1783088389964179568,7.763
1783088389969179560,7.758
1783088389974179720,7.750
1783088389979179318,7.758
1783088389984178892,7.758
1783088389989182974,7.758
1783088389994179408,7.751
1783088389999179314,7.756
1783088390004185779,7.754
1783088390009186415,7.757
1783088390014184648,7.760
1783088390019184413,7.758
1783088390024183659,7.752
1783088390029182743,7.759
1783088390034184661,7.755
1783088390039180219,7.758
1783088390044180243,7.758
1783088390049180436,7.750
1783088390054185209,7.757
1783088390059182323,7.755
1783088390064181477,7.759
1783088390069184312,7.753
1783088390074181474,7.760
1783088390079181943,7.752
1783088390084181042,7.759
1783088390089185508,7.751
1783088390094182324,7.763
1783088390099181684,7.752
1783088390104186980,7.756
1783088390109187192,7.757
1783088390114184126,7.755
1783088390119183794,7.758
1783088390124184266,7.750
1783088390129183380,7.759
1783088390134184976,7.762
1783088390139185132,7.750
1783088390144182799,7.761
1783088390149183043,7.757
1783088390154186859,7.752
1783088390159185269,7.760
1783088390164182639,7.755
1783088390169185437,7.753
1783088390174185335,7.758
1783088390179183797,7.753
1783088390184184531,7.756
1783088390189187835,7.759
1783088390194184407,7.756
1783088390199183631,7.752
1783088390204191344,7.759
1783088390209184953,7.754
1783088390214188280,7.759
1783088390219184870,7.756
1783088390224184641,7.758
1783088390229186565,7.755
1783088390234188860,7.754
1783088390239186734,7.754
1783088390244185208,7.760
1783088390249188594,7.752
1783088390254187976,7.759
1783088390259187242,7.754
1783088390264198552,7.759
1783088390269190466,7.756
1783088390274186193,7.757
1783088390279185607,7.752
1783088390284186040,7.757
1783088390289188523,7.755
1783088390294187296,7.758
1783088390299186179,7.752
1783088390304192469,7.755
1783088390309191943,7.758
1783088390314187027,7.755
1783088390319187127,7.761
1783088390324186429,7.757
1783088390329186455,7.752
1783088390334188005,7.755
1783088390339188083,7.757
1783088390344187030,7.759
1783088390349187079,7.751
1783088390354190838,7.759
1783088390359190576,7.758
1783088390364188806,7.753
1783088390369189726,7.756
1783088390374188711,7.759
1783088390379187204,7.753
1783088390384190487,7.759
1783088390389190445,7.751
1783088390394188983,7.760
1783088390399190605,7.755
1783088390404193444,7.753
1783088390409193310,7.758
1783088390414189601,7.756
1783088390419189128,7.758
1783088390424190071,7.756
1783088390429189135,7.752
1783088390434194746,7.756
1783088390439195045,7.757
1783088390444190984,7.757
1783088390449189202,7.760
1783088390454193039,7.752
1783088390459191657,7.760
1783088390464191729,7.751
1783088390469191540,7.758
1783088390474189805,7.760
1783088390479190769,7.756
1783088390484191063,7.754
1783088390489190622,7.755
1783088390494191790,7.756
1783088390499195306,7.759
1783088390504195046,7.751
1783088390509194137,7.759
1783088390514193256,7.759
1783088390519193366,7.750
1783088390524191748,7.760
1783088390529191651,7.758
1783088390534197040,7.754
1783088390539192262,7.753
1783088390544192331,7.757
1783088390549191443,7.759
1783088390554195454,7.751
1783088390559194278,7.759
1783088390564194561,7.750
1783088390569192415,7.761
1783088390574192807,7.757
1783088390579192595,7.758
1783088390584193243,7.757
1783088390589191568,7.753
1783088390594194270,7.753
1783088390599193971,7.758
1783088390604201617,7.746
1783088390609194655,7.768
1783088390614194177,7.751
1783088390619193471,7.759
1783088390624194262,7.756
1783088390629195191,7.756
1783088390634195998,7.756
1783088390639197948,7.755
1783088390644200458,7.754
1783088390649197500,7.755
1783088390654199630,7.761
1783088390659198644,7.752
1783088390664196554,7.761
1783088390669196323,7.751
1783088390674195006,7.760
1783088390679195812,7.756
1783088390684194963,7.759
1783088390689194593,7.751
1783088390694201407,7.754
1783088390699195433,7.760
1783088390704200627,7.756
1783088390709197395,7.756
1783088390714197751,7.750
1783088390719197397,7.758
1783088390724196587,7.759
1783088390729196973,7.757
1783088390734196332,7.759
1783088390739196077,7.751
1783088390744196060,7.758
1783088390749201397,7.749
1783088390754201570,7.761
1783088390759202113,7.750
1783088390764198966,7.766
1783088390769197514,7.753
1783088390774196837,7.759
1783088390779198048,7.756
1783088390784196888,7.759
1783088390789197886,7.749
1783088390794196712,7.759
1783088390799197894,7.756
1783088390804201349,7.759
1783088390809200814,7.751
1783088390814200016,7.759
1783088390819200152,7.757
1783088390824199228,7.752
1783088390829197891,7.760
1783088390834198121,7.757
1783088390839197443,7.752
1783088390844200501,7.760
