config,arm,run,cls,vf,flow,gbps,tcp_retrans
tcp-slow,gbn,3,rdma,0,1,0.74,
tcp-slow,gbn,3,rdma,0,2,0.61,
tcp-slow,gbn,3,rdma,0,3,0.76,
tcp-slow,gbn,3,tcp,0,0,4.223,1597
tcp-slow,gbn,3,tcp,0,1,4.119,1195
tcp-slow,gbn,3,tcp,0,2,3.753,1476
tcp-slow,gbn,3,tcp,0,3,4.06,1926
tcp-slow,gbn,3,rdma,1,0,0.65,
tcp-slow,gbn,3,rdma,1,1,0.64,
tcp-slow,gbn,3,rdma,1,2,0.74,
tcp-slow,gbn,3,rdma,1,3,0.74,
tcp-slow,gbn,3,tcp,1,0,4.377,2369
tcp-slow,gbn,3,tcp,1,1,4.088,2122
tcp-slow,gbn,3,tcp,1,2,4.415,2657
tcp-slow,gbn,3,tcp,1,3,4.399,2590
tcp-slow,gbn,3,rdma,2,0,0.76,
tcp-slow,gbn,3,rdma,2,1,0.74,
tcp-slow,gbn,3,rdma,2,2,0.74,
tcp-slow,gbn,3,rdma,2,3,0.55,
tcp-slow,gbn,3,tcp,2,0,3.697,2303
tcp-slow,gbn,3,tcp,2,1,4.206,1865
tcp-slow,gbn,3,tcp,2,2,2.421,2365
tcp-slow,gbn,3,tcp,2,3,3.72,2019
tcp-slow,gbn,3,rdma,3,0,0.86,
tcp-slow,gbn,3,rdma,3,1,0.86,
tcp-slow,gbn,3,rdma,3,2,0.86,
tcp-slow,gbn,3,rdma,3,3,0.83,
tcp-slow,gbn,3,tcp,3,0,3.807,3296
tcp-slow,gbn,3,tcp,3,1,3.699,1252
tcp-slow,gbn,3,tcp,3,2,4.422,2827
tcp-slow,gbn,3,tcp,3,3,4.329,2622
tcp-slow,sr,1,rdma,0,0,1.57,
tcp-slow,sr,1,rdma,0,1,1.57,
tcp-slow,sr,1,rdma,0,2,1.57,
tcp-slow,sr,1,rdma,0,3,1.57,
tcp-slow,sr,1,tcp,0,0,3.587,1612
tcp-slow,sr,1,tcp,0,1,5.902,2040
tcp-slow,sr,1,tcp,0,2,3.888,942
tcp-slow,sr,1,tcp,0,3,3.418,1400
tcp-slow,sr,1,rdma,1,0,1.56,
tcp-slow,sr,1,rdma,1,1,1.56,
tcp-slow,sr,1,rdma,1,2,1.56,
tcp-slow,sr,1,rdma,1,3,1.56,
tcp-slow,sr,1,tcp,1,0,5.647,2654
tcp-slow,sr,1,tcp,1,1,5.911,4831
tcp-slow,sr,1,tcp,1,2,3.76,2614
tcp-slow,sr,1,tcp,1,3,3.805,3537
tcp-slow,sr,1,rdma,2,0,1.57,
tcp-slow,sr,1,rdma,2,1,1.57,
tcp-slow,sr,1,rdma,2,2,1.57,
tcp-slow,sr,1,rdma,2,3,1.57,
tcp-slow,sr,1,tcp,2,0,5.323,1909
tcp-slow,sr,1,tcp,2,1,5.644,2382
tcp-slow,sr,1,tcp,2,2,3.878,3539
tcp-slow,sr,1,tcp,2,3,3.828,2659
tcp-slow,sr,1,rdma,3,0,1.56,
tcp-slow,sr,1,rdma,3,1,1.56,
tcp-slow,sr,1,rdma,3,2,1.56,
tcp-slow,sr,1,rdma,3,3,1.56,
tcp-slow,sr,1,tcp,3,0,3.844,1908
tcp-slow,sr,1,tcp,3,1,3.23,2753
tcp-slow,sr,1,tcp,3,2,3.282,2852
tcp-slow,sr,1,tcp,3,3,3.881,2439
tcp-slow,sr,2,rdma,0,0,0.57,
tcp-slow,sr,2,rdma,0,1,0.57,
tcp-slow,sr,2,rdma,0,2,0.57,
tcp-slow,sr,2,rdma,0,3,0.57,
tcp-slow,sr,2,tcp,0,0,5.772,4103
tcp-slow,sr,2,tcp,0,1,5.181,2720
tcp-slow,sr,2,tcp,0,2,5.106,632
tcp-slow,sr,2,tcp,0,3,5.279,3585
tcp-slow,sr,2,rdma,1,0,0.57,
tcp-slow,sr,2,rdma,1,1,0.57,
tcp-slow,sr,2,rdma,1,2,0.57,
tcp-slow,sr,2,rdma,1,3,0.57,
tcp-slow,sr,2,tcp,1,0,4.907,2410
tcp-slow,sr,2,tcp,1,1,5.361,854
tcp-slow,sr,2,tcp,1,2,5.002,1874
tcp-slow,sr,2,tcp,1,3,4.976,937
tcp-slow,sr,2,rdma,2,0,0.57,
tcp-slow,sr,2,rdma,2,1,0.57,
tcp-slow,sr,2,rdma,2,2,0.57,
tcp-slow,sr,2,rdma,2,3,0.57,
tcp-slow,sr,2,tcp,2,0,5.406,2214
tcp-slow,sr,2,tcp,2,1,5.306,2022
tcp-slow,sr,2,tcp,2,2,4.984,3434
tcp-slow,sr,2,tcp,2,3,5.332,3154
tcp-slow,sr,2,rdma,3,0,0.57,
tcp-slow,sr,2,rdma,3,1,0.57,
tcp-slow,sr,2,rdma,3,2,0.57,
tcp-slow,sr,2,rdma,3,3,0.57,
tcp-slow,sr,2,tcp,3,0,5.765,2403
tcp-slow,sr,2,tcp,3,1,5.418,3977
tcp-slow,sr,2,tcp,3,2,5.722,2050
tcp-slow,sr,2,tcp,3,3,4.854,3535
tcp-slow,sr,3,rdma,0,0,0.68,
tcp-slow,sr,3,rdma,0,1,0.68,
tcp-slow,sr,3,rdma,0,2,0.68,
tcp-slow,sr,3,rdma,0,3,0.68,
tcp-slow,sr,3,tcp,0,0,5.306,2480
tcp-slow,sr,3,tcp,0,1,5.206,1748
tcp-slow,sr,3,tcp,0,2,5.023,2549
tcp-slow,sr,3,tcp,0,3,4.951,1265
tcp-slow,sr,3,rdma,1,0,0.68,
tcp-slow,sr,3,rdma,1,1,0.68,
tcp-slow,sr,3,rdma,1,2,0.68,
tcp-slow,sr,3,rdma,1,3,0.68,
tcp-slow,sr,3,tcp,1,0,5.69,1870
tcp-slow,sr,3,tcp,1,1,4.94,1977
tcp-slow,sr,3,tcp,1,2,5.611,1866
tcp-slow,sr,3,tcp,1,3,5.296,1787
tcp-slow,sr,3,rdma,2,0,0.67,
tcp-slow,sr,3,rdma,2,1,0.67,
tcp-slow,sr,3,rdma,2,2,0.67,
tcp-slow,sr,3,rdma,2,3,0.67,
tcp-slow,sr,3,tcp,2,0,5.797,2093
tcp-slow,sr,3,tcp,2,1,5.712,3936
tcp-slow,sr,3,tcp,2,2,5.542,4571
tcp-slow,sr,3,tcp,2,3,5.528,3317
tcp-slow,sr,3,rdma,3,0,0.67,
tcp-slow,sr,3,rdma,3,1,0.67,
tcp-slow,sr,3,rdma,3,2,0.67,
tcp-slow,sr,3,rdma,3,3,0.67,
tcp-slow,sr,3,tcp,3,0,3.861,2266
tcp-slow,sr,3,tcp,3,1,5.851,2140
tcp-slow,sr,3,tcp,3,2,4.826,3194
tcp-slow,sr,3,tcp,3,3,3.296,1901
